gyroscope-calibrated.txt

All values are in radians/second.
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z
3.081 3.080 0.12506856 -0.44390357 0.22220835
3.091 3.090 0.1330098 -0.40908423 0.2124345
3.101 3.100 0.16721827 -0.37548664 0.19655201
3.111 3.110 0.20020498 -0.31928706 0.18799989
3.121 3.120 0.22341786 -0.25697878 0.2038824
3.131 3.130 0.24052209 -0.22399206 0.2478647
3.142 3.140 0.20814623 -0.21666168 0.3089512
3.151 3.150 0.1348424 -0.22093773 0.33460754
3.161 3.160 0.06153857 -0.22460292 0.36087477
3.171 3.170 0.016945407 -0.23315504 0.37797898
3.181 3.180 -0.017873913 -0.2496484 0.38775283
3.191 3.190 -0.06735399 -0.29301986 0.38225505
3.201 3.200 -0.09850812 -0.35838243 0.36453995
3.211 3.210 -0.11927754 -0.4170255 0.33216408
3.224 3.220 -0.12966225 -0.44084924 0.29795563
3.231 3.230 -0.10706024 -0.42863193 0.27046672
3.241 3.240 -0.0374216 -0.39808866 0.24175602
3.251 3.250 0.036493093 -0.2881329 0.19777374
3.261 3.260 0.016334541 -0.18795101 0.15745664
3.271 3.270 -0.011154398 -0.09204517 0.11652865
3.281 3.280 -0.026426025 0.0069149993 0.08109847
3.292 3.290 -0.046584576 0.08571662 0.04261396
3.302 3.300 -0.077127844 0.13825104 0.011459833
3.311 3.310 -0.07163006 0.11992507 -0.033133328
3.321 3.320 -0.011154398 0.048453834 -0.09971764
3.331 3.330 0.07131241 -0.037067298 -0.15408464
3.341 3.340 0.14278364 -0.13847093 -0.17302147
3.351 3.350 0.13178807 -0.17695543 -0.1339261
3.361 3.360 -0.03253468 -0.08593652 0.009627238
3.371 3.370 -0.1675359 0.02340836 0.1122526
3.381 3.380 -0.33735645 0.124201134 0.17333913
3.391 3.390 -0.47785544 0.15413353 0.17883691
3.401 3.400 -0.5407746 0.057005946 0.117750384
3.411 3.410 -0.54627234 -0.08654738 0.003518585
3.421 3.420 -0.44792306 -0.20261177 -0.13636956
3.431 3.430 -0.2500027 -0.27469388 -0.2622078
3.441 3.440 -0.039254196 -0.29851764 -0.3495615
3.451 3.450 0.06886895 -0.23865283 -0.40026334
3.461 3.460 0.07619934 -0.12625362 -0.40637198
3.473 3.470 0.008393295 0.016688842 -0.36177883
3.481 3.480 -0.0777387 0.082051426 -0.30008143
3.491 3.490 -0.18464011 0.13336411 -0.23349713
3.501 3.500 -0.28543288 0.17673554 -0.16691281
3.511 3.510 -0.3697323 0.1932289 -0.10521543
3.521 3.520 -0.41921237 0.16940516 -0.055124477
3.531 3.530 -0.43998182 0.112594694 -0.018472563
3.541 3.540 -0.4363166 0.024630088 0.003518585
3.551 3.550 -0.4326514 -0.07066488 0.0010751244
3.561 3.560 -0.4173798 -0.17084679 -0.004422663
3.571 3.570 -0.37523007 -0.260644 -0.012974776
3.581 3.580 -0.2640526 -0.34005648 -0.036187656
3.591 3.590 -0.21029645 -0.33761302 -0.056346208
3.601 3.600 -0.16081639 -0.30340457 -0.07039611
3.611 3.610 -0.1076711 -0.24903753 -0.07772649
3.621 3.620 -0.04597371 -0.16901419 -0.094219856
3.631 3.630 0.03954742 -0.083493054 -0.13148263
3.641 3.640 0.15500095 -0.038899895 -0.19440174
3.651 3.650 0.25457197 -0.0016371161 -0.27564684
3.661 3.660 0.3229889 0.042345185 -0.33612248
3.671 3.670 0.36391687 0.07838623 -0.3495615
3.681 3.680 0.40973175 0.082662284 -0.33428988
3.691 3.690 0.44516194 0.03867999 -0.30191404
3.701 3.700 0.41461867 0.0124127865 -0.26404038
3.711 3.710 0.3492561 0.03257134 -0.1919583
3.721 3.720 0.2893913 0.051508162 -0.108880624
3.731 3.730 0.23441343 0.08632748 -0.039852846
3.741 3.740 0.17943555 0.14558141 0.010238104
3.751 3.750 0.14828143 0.23293515 0.044446558
3.761 3.760 0.13972932 0.31051502 0.06765944
3.771 3.770 0.15805528 0.36488202 0.07621155
3.781 3.780 0.20997882 0.39420354 0.04994434
3.791 3.790 0.32848668 0.3984796 -0.0068661235
3.801 3.800 0.38346455 0.40519914 -0.024581216
3.811 3.810 0.4054557 0.40458825 -0.033133328
3.821 3.820 0.38346455 0.3758776 -0.036798522
3.831 3.830 0.32176715 0.351443 -0.024581216
3.841 3.840 0.26373497 0.33678222 0.005351182
3.851 3.850 0.2191418 0.30318463 0.057885587
3.861 3.860 0.17210518 0.22743736 0.12263731
3.871 3.870 0.14217278 0.113816425 0.18494557
3.881 3.880 0.16538566 -0.07066488 0.18922162
3.891 3.890 0.2173092 -0.26247656 0.115917794
3.901 3.900 0.24846333 -0.23071158 -0.042296305
3.911 3.910 0.29916513 -0.094488636 -0.13881302
3.921 3.920 0.30160862 0.1351967 -0.19379088
3.931 3.930 0.18554422 0.43696412 -0.18096271
3.942 3.940 0.010836754 0.7228491 -0.08444601
3.951 3.950 -0.17425542 0.93054324 0.0963701
3.961 3.960 -0.3996647 1.0075122 0.33094236
3.971 3.970 -0.6543955 0.9623082 0.5624603
3.981 3.980 -0.89080036 0.7802704 0.74571985
3.991 3.990 -1.0496254 0.5218744 0.8581191
4.001 4.000 -1.1009381 0.2634784 0.90210134
4.011 4.010 -1.0258017 -0.015076149 0.88805145
4.023 4.020 -0.8804156 -0.10853854 0.8257432
4.031 4.030 -0.67516494 -0.15801862 0.7347243
4.041 4.040 -0.4485339 -0.17329024 0.6296555
4.051 4.050 -0.25061357 -0.16595986 0.53252786
4.061 4.060 -0.12233187 -0.15252084 0.44578502
4.071 4.070 -0.06307794 -0.14519045 0.3651508
4.081 4.080 -0.04169766 -0.1409144 0.3095621
4.091 4.090 -0.029480353 -0.13847093 0.2900144
4.101 4.100 -0.0068783388 -0.15068823 0.29917738
4.112 4.110 0.0346605 -0.18184236 0.30467516
4.121 4.120 0.0908601 -0.24659407 0.3003991
4.131 4.130 0.092692696 -0.2795808 0.27718621
4.142 4.140 0.081086256 -0.29485244 0.250919
4.151 4.150 0.06703636 -0.27469388 0.22465181
4.161 4.160 0.06886895 -0.21482909 0.2087693
4.172 4.170 0.08597318 -0.090212576 0.19349769
4.181 4.180 0.12140337 0.07349931 0.17333913
4.191 4.190 0.18004642 0.24331985 0.13485461
4.201 4.200 0.27350882 0.40275568 0.09759183
4.211 4.210 0.36208427 0.51943094 0.056663863
4.221 4.220 0.41522956 0.5823501 0.00168599
4.231 4.230 0.44882715 0.61350423 -0.09360899
4.241 4.240 0.46287704 0.60922813 -0.15347378
4.255 4.250 0.44821626 0.59517825 -0.20478646
4.261 4.260 0.39629272 0.5909022 -0.22494501
4.271 4.270 0.29366738 0.5866261 -0.20661905
4.281 4.280 0.16905084 0.59517825 -0.15897156
4.291 4.290 0.03954742 0.6238889 -0.0899438
4.301 4.300 -0.069797456 0.6422149 -0.009309584
4.311 4.310 -0.13210571 0.6348845 0.031007523
4.321 4.320 -0.14859907 0.6238889 0.043224826
4.331 4.330 -0.13271658 0.5994543 0.029785791
4.341 4.340 -0.07651697 0.47789207 -0.04718323
4.351 4.350 -0.06063448 0.31112587 -0.105826296
4.361 4.360 -0.09362121 0.10037738 -0.1339261
4.371 4.370 -0.16020551 -0.17817716 -0.1021611
4.381 4.380 -0.24939185 -0.46039692 -0.04290717
4.391 4.390 -0.30314797 -0.63693696 -0.007476989
4.404 4.400 -0.2732156 -0.70596474 -0.029468138
4.412 4.410 -0.17364454 -0.70046693 -0.11682187
4.421 4.420 -0.005045742 -0.63021743 -0.2670947
4.431 4.430 0.19959411 -0.56118965 -0.4393587
4.441 4.440 0.36391687 -0.5361442 -0.5664187
4.451 4.450 0.42378166 -0.41274944 -0.57130563
4.461 4.460 0.3352062 -0.30584803 -0.4485217
4.471 4.470 0.14339451 -0.17512284 -0.27381423
4.481 4.480 -0.10583851 -0.024849994 -0.09238726
4.491 4.490 -0.32086307 0.07960796 0.049333476
4.501 4.500 -0.42715362 0.10648604 0.11164173
4.511 4.510 -0.38622564 0.04784297 0.09698097
4.521 4.520 -0.22312462 -0.081660464 0.003518585
4.531 4.530 -0.033145547 -0.24109629 -0.14675426
4.541 4.540 0.11529471 -0.37731925 -0.2921402
4.554 4.550 0.18371162 -0.43168625 -0.38438085
4.561 4.560 0.0908601 -0.43412971 -0.42225447
4.571 4.570 -0.04902804 -0.44451442 -0.39965248
4.581 4.580 -0.1516534 -0.45673174 -0.35811365
4.591 4.590 -0.19624656 -0.46284038 -0.3214617
4.601 4.600 -0.21701598 -0.45428827 -0.32024
4.611 4.610 -0.23350933 -0.42802107 -0.35994622
4.621 4.620 -0.22373551 -0.37731925 -0.41614583
4.631 4.630 -0.19135964 -0.32050878 -0.4711237
4.641 4.640 -0.15226427 -0.29118726 -0.5187712
4.651 4.650 -0.1253862 -0.29301986 -0.5596992
4.661 4.660 -0.10278419 -0.30523714 -0.58840984
4.671 4.670 -0.036810733 -0.35288465 -0.58657724
4.681 4.680 -0.012376122 -0.37426493 -0.56886214
4.691 4.690 0.023664925 -0.3815953 -0.5401515
4.701 4.700 0.084140584 -0.35777158 -0.51999295
4.711 4.710 0.18798769 -0.31256753 -0.5254907
4.721 4.720 0.30344123 -0.2673635 -0.56519693
4.731 4.730 0.40117964 -0.219716 -0.6360573
4.741 4.740 0.47326174 -0.17695543 -0.71791327
4.751 4.750 0.526407 -0.15557516 -0.80221266
4.761 4.760 0.5624481 -0.16534899 -0.89078814
4.771 4.770 0.60826296 -0.14824477 -0.98363966
4.781 4.780 0.65591043 -0.088990845 -1.0037982
4.791 4.790 0.71577525 -0.002247978 -0.9726441
4.801 4.800 0.7640336 0.15107921 -0.8834577
4.811 4.810 0.7615901 0.3263975 -0.7588412
4.821 4.820 0.6748473 0.46078786 -0.63911164
4.831 4.830 0.51968753 0.5310374 -0.5609209
4.841 4.840 0.3596408 0.5713545 -0.5206038
4.851 4.850 0.24418728 0.61778027 -0.50594306
4.861 4.860 0.19592893 0.6819211 -0.52304727
4.871 4.870 0.20081584 0.75889015 -0.53709716
4.881 4.880 0.19409633 0.8523525 -0.45463035
4.891 4.890 0.12873375 0.86456984 -0.34772894
4.902 4.900 -0.022149973 0.8175332 -0.22433415
4.911 4.910 -0.22251377 0.7130752 -0.10643716
4.921 4.920 -0.35751498 0.52676135 -0.014196507
4.931 4.930 -0.34957373 0.28485867 0.035894446
4.941 4.940 -0.2096856 0.020964898 0.035894446
4.951 4.950 -0.0019914135 -0.2655309 0.016346755
4.961 4.960 0.19043113 -0.5538593 -0.0038117971
4.971 4.970 0.2783957 -0.75972086 -0.024581216
4.981 4.980 0.30466294 -0.85012895 -0.03130073
