rotation-vector.txt

Estimated-heading-accuracy is in radians. The rotation vector represents the orientation of the device as a combination of an angle and an axis, in which the device has rotated through an angle θ around an axis <x, y, z>. The reference coordinate system is defined as a direct orthonormal basis, where: X is defined as the vector product Y.Z (It is tangential to the ground at the device's current location and roughly points East). Y is tangential to the ground at the device's current location and points towards magnetic north. Z points towards the sky and is perpendicular to the ground.
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x*sin(θ/2) y*sin(θ/2) z*sin(θ/2) cos(θ/2) estimated-heading-accuracy
1.643 1.641 0.078183934 0.118138656 0.8790259 0.45524064 0.0
1.664 1.661 0.07627971 0.10618874 0.88218135 0.45239526 0.0
1.682 1.681 0.07058659 0.09501699 0.8849063 0.45047793 0.0
1.702 1.701 0.061897792 0.08662134 0.8873801 0.44857776 0.0
1.722 1.721 0.053220797 0.07983558 0.8895616 0.44662523 0.0
1.742 1.741 0.04731057 0.074527465 0.89172083 0.44389355 0.0
1.762 1.761 0.045502007 0.070267834 0.8936221 0.440944 0.0
1.782 1.782 0.045199156 0.066006936 0.89548576 0.43784174 0.0
1.802 1.801 0.041092385 0.063294195 0.89776707 0.433958 0.0
1.822 1.822 0.035685353 0.061245438 0.90052086 0.42899618 0.0
1.842 1.842 0.029714197 0.059489593 0.90337867 0.42365697 0.0
1.862 1.862 0.025485182 0.05628801 0.9058478 0.4190728 0.0
1.883 1.882 0.023054877 0.05333532 0.907676 0.41562986 0.0
1.902 1.901 0.02237613 0.054673094 0.90863895 0.41338295 0.0
1.922 1.921 0.022752037 0.059533413 0.9087263 0.4124982 0.0
1.942 1.941 0.023850588 0.064529024 0.908336 0.41254455 0.0
1.963 1.961 0.025666546 0.06714963 0.90788 0.4130209 0.0
1.983 1.982 0.027744725 0.06957208 0.9073969 0.4135466 0.0
2.002 2.001 0.03016024 0.073631205 0.9068159 0.41394913 0.0
2.022 2.022 0.032106377 0.07805726 0.90636754 0.4139737 0.0
2.043 2.042 0.033225212 0.081223145 0.9066511 0.4126535 0.0
2.063 2.061 0.03553252 0.08215851 0.9078367 0.4096584 0.0
2.083 2.081 0.040083997 0.08031803 0.9094284 0.40605694 0.0
2.103 2.101 0.04594611 0.07716564 0.91075873 0.4030546 0.0
2.123 2.122 0.051923834 0.07273379 0.91172874 0.4009545 0.0
2.145 2.142 0.056339208 0.06804901 0.91241467 0.39961815 0.0
2.162 2.161 0.057952207 0.06593755 0.9126245 0.39926225 0.0
2.183 2.182 0.05935485 0.067403495 0.91161066 0.40112317 0.0
2.203 2.202 0.06474122 0.0685633 0.90974003 0.40432754 0.0
2.223 2.221 0.07368435 0.06783484 0.9078629 0.40712896 0.0
2.242 2.242 0.080424786 0.065016024 0.9071159 0.40797743 0.0
2.263 2.262 0.081835024 0.06206265 0.90742373 0.40747228 0.0
2.282 2.281 0.080615416 0.06157481 0.9074357 0.40776247 0.0
2.302 2.301 0.08149715 0.062373675 0.90637213 0.40982592 0.0
2.322 2.321 0.082932785 0.06239663 0.9050717 0.4124006 0.0
2.343 2.342 0.08267867 0.061133925 0.9043107 0.4143055 0.0
2.363 2.362 0.07939248 0.05803906 0.9043774 0.41524684 0.0
2.383 2.382 0.07382047 0.054018006 0.9050205 0.41541597 0.0
2.403 2.402 0.06859746 0.050881073 0.9057421 0.41513488 0.0
2.423 2.422 0.06692151 0.048265763 0.9059401 0.4152885 0.0
2.443 2.442 0.06887672 0.045863647 0.9054208 0.41637215 0.0
2.463 2.462 0.07237938 0.04356439 0.90463215 0.41773698 0.0
2.483 2.482 0.076155856 0.041808136 0.9036324 0.41940558 0.0
2.503 2.502 0.07883793 0.04147838 0.9024753 0.42142916 0.0
2.523 2.522 0.08120664 0.04262439 0.90102065 0.42396992 0.0
2.544 2.542 0.08302242 0.045196667 0.8995499 0.42646766 0.0
2.562 2.562 0.08423848 0.048834283 0.89818436 0.42870045 0.0
2.582 2.581 0.08508485 0.053066045 0.89697915 0.4305496 0.0
2.602 2.601 0.08544421 0.056691192 0.89645386 0.43111002 0.0
2.623 2.621 0.0846746 0.05876457 0.89685935 0.43013987 0.0
2.643 2.642 0.082417056 0.06020083 0.8981677 0.42764246 0.0
2.662 2.661 0.07843186 0.062032077 0.90009975 0.42405298 0.0
2.682 2.681 0.07331906 0.06444402 0.9025132 0.4194536 0.0
2.702 2.701 0.06817267 0.06634844 0.905354 0.4138653 0.0
2.723 2.722 0.06443976 0.06500485 0.9085031 0.40773022 0.0
2.742 2.741 0.06305301 0.060121223 0.91195697 0.40092924 0.0
2.763 2.762 0.063845634 0.05460021 0.9149308 0.39477113 0.0
2.783 2.782 0.063907266 0.052254938 0.91675824 0.3908194 0.0
2.805 2.802 0.060766585 0.053272456 0.9182228 0.3877323 0.0
2.825 2.821 0.055951253 0.053305108 0.92063785 0.38269308 0.0
2.843 2.842 0.052169982 0.05052884 0.92298037 0.37793177 0.0
2.862 2.861 0.04925333 0.049336657 0.9239531 0.3760992 0.0
2.882 2.881 0.044167057 0.052420825 0.92386186 0.37653783 0.0
2.902 2.901 0.03642985 0.05855179 0.9236005 0.37710312 0.0
2.926 2.921 0.029672813 0.06369827 0.9237849 0.37640864 0.0
2.943 2.942 0.027191225 0.0653419 0.92451286 0.37452242 0.0
2.963 2.962 0.028366674 0.06448219 0.9253712 0.37245867 0.0
2.983 2.982 0.030935347 0.06373341 0.9262297 0.3702426 0.0
3.003 3.002 0.033517715 0.064550176 0.92702293 0.3678835 0.0
3.022 3.022 0.03546893 0.06680351 0.9276484 0.36571544 0.0
3.043 3.041 0.037625607 0.06925829 0.92825294 0.36350262 0.0
3.063 3.061 0.04115702 0.06999012 0.9290095 0.36103854 0.0
3.083 3.082 0.045363482 0.06955419 0.9297507 0.35870355 0.0
3.102 3.101 0.049207114 0.06955994 0.9303491 0.35663792 0.0
3.122 3.121 0.05228542 0.070766576 0.9308124 0.3547486 0.0
3.142 3.142 0.05472838 0.072597384 0.9316018 0.35192695 0.0
3.163 3.162 0.05678425 0.07347236 0.93217236 0.34990296 0.0
3.182 3.181 0.058640383 0.07353282 0.9325565 0.3485581 0.0
3.203 3.202 0.060878173 0.07273585 0.933546 0.34568086 0.0
3.224 3.222 0.06404216 0.07112445 0.9342464 0.34354553 0.0
3.242 3.242 0.067436576 0.06981378 0.93468267 0.3419747 0.0
3.263 3.262 0.07002358 0.0694703 0.9331967 0.34556395 0.0
3.283 3.282 0.07058395 0.06922615 0.93196946 0.34879595 0.0
3.303 3.302 0.0693737 0.069106735 0.9313399 0.35073876 0.0
3.323 3.322 0.068253614 0.06919403 0.9311695 0.35139304 0.0
3.343 3.342 0.06919674 0.07007672 0.9304848 0.3528444 0.0
3.363 3.362 0.070462234 0.07012359 0.93018085 0.35338584 0.0
3.382 3.381 0.06893149 0.06783477 0.93098944 0.35200214 0.0
3.403 3.401 0.06623472 0.063014396 0.9320835 0.35051775 0.0
3.423 3.421 0.0658004 0.05734378 0.9322979 0.35100234 0.0
3.443 3.442 0.06776368 0.054462887 0.93140703 0.35344425 0.0
3.462 3.461 0.0694733 0.054058682 0.9301545 0.35646027 0.0
3.483 3.482 0.068738885 0.05362254 0.92938656 0.35866457 0.0
3.503 3.501 0.06639946 0.05184425 0.929284 0.35963127 0.0
3.523 3.522 0.06328757 0.04877184 0.9297655 0.35937747 0.0
3.542 3.541 0.061075903 0.044945493 0.9305093 0.35833248 0.0
3.563 3.561 0.06068273 0.04061978 0.93116677 0.35720593 0.0
3.583 3.582 0.062344514 0.036694605 0.9315828 0.35625848 0.0
3.604 3.602 0.06471027 0.034030356 0.93176115 0.3556344 0.0
3.623 3.622 0.0665034 0.03292624 0.9318561 0.3551584 0.0
3.642 3.641 0.06766165 0.03417786 0.9316902 0.35525656 0.0
3.664 3.662 0.068830565 0.03786359 0.93098015 0.3565175 0.0
3.682 3.681 0.06989836 0.04303277 0.9301046 0.3580054 0.0
3.702 3.701 0.07177228 0.048806794 0.9292891 0.3590105 0.0
3.723 3.721 0.07335025 0.0539205 0.9289046 0.35895482 0.0
3.745 3.744 0.07407809 0.058117077 0.92905784 0.35775176 0.0
3.763 3.761 0.073066786 0.06170377 0.9296177 0.35590008 0.0
3.783 3.781 0.070977174 0.06551134 0.9302751 0.3539193 0.0
3.806 3.802 0.068982184 0.07069406 0.9305436 0.3526082 0.0
3.823 3.822 0.066981986 0.075939104 0.9306929 0.35150748 0.0
3.842 3.842 0.06484193 0.07995819 0.9309686 0.35028535 0.0
3.862 3.861 0.06305689 0.082651585 0.93160135 0.34829795 0.0
3.883 3.881 0.06338596 0.08387436 0.93242913 0.34572116 0.0
3.903 3.902 0.06629537 0.08477296 0.9324315 0.34494922 0.0
3.923 3.921 0.06668518 0.087215126 0.9318093 0.34594512 0.0
3.943 3.941 0.060955267 0.08964518 0.93185323 0.34626278 0.0
3.963 3.962 0.05018741 0.08946787 0.9337381 0.34294322 0.0
3.983 3.982 0.038628828 0.083959214 0.9375274 0.33541197 0.0
4.002 4.001 0.030551296 0.07378365 0.9420112 0.325941 0.0
4.023 4.022 0.026965588 0.063202046 0.94598305 0.31685075 0.0
4.042 4.041 0.025284145 0.05592847 0.94895154 0.3093925 0.0
4.062 4.061 0.02434855 0.052279618 0.95100784 0.30374017 0.0
4.082 4.081 0.02345671 0.05024623 0.9524496 0.29960808 0.0
4.105 4.101 0.022920081 0.048986915 0.9536807 0.29591903 0.0
4.122 4.121 0.023889352 0.048730373 0.9548113 0.29221582 0.0
4.142 4.141 0.026376743 0.048788384 0.95570934 0.28903925 0.0
4.163 4.162 0.028896939 0.048930075 0.95641845 0.28641692 0.0
4.182 4.181 0.02985486 0.050416492 0.95701724 0.2840508 0.0
