this is the ground truth data generated from /QVR_2020_10_20_16_39_52.mp4 with trial name: lopen1.1
time,x,y
0.0165999999999968,8.94737609329446,13.2769679300292
1.0175,8.97712294043092,13.3674904942966
2.018366666,9.44822560202788,14.0479721166033
3.019244444,10.4951204055767,14.7807984790874
4.020111111,11.5420152091255,14.7807984790874
5.021,13.1123574144487,14.8331432192649
6.0214,14.6303548795944,14.8331432192649
7.053377777,15.415525982256,14.8854879594423
8.085255555,15.5202154626109,14.8854879594423
9.117233333,15.6249049429658,14.8331432192649
10.149122222,15.6772496831432,14.8331432192649
11.181077777,15.7295944233207,14.8331432192649
12.213,15.7819391634981,14.8331432192649
13.244888888,15.9389733840304,14.8331432192649
14.276811111,16.724144486692,14.8331432192649
15.308777777,18.0851077313054,15.3042458808618
16.340655555,18.9226235741445,15.6183143219265
17.372622222,19.6031051964512,16.4558301647655
18.404533333,19.6554499366286,17.7121039290241
19.436455555,19.7601394169835,19.3347908745247
20.468433333,20.7546894803549,19.4394803548796
21.5003,22.0633079847909,19.5441698352345
22.532233333,22.3773764258555,18.8636882129277
23.564166666,21.0687579214195,18.0261723700887
24.596077777,20.4406210392902,17.6074144486692
25.628044444,20.4406210392902,16.5605196451204
26.659944444,20.0742078580482,15.7230038022814
27.691933333,18.8179340937896,14.8854879594423
28.723811111,17.0382129277567,14.7807984790874
29.755733333,16.1483523447402,14.7807984790874
30.787666666,16.2006970849176,14.7807984790874
31.819588888,15.886628643853,14.72845373891
32.820055555,15.3108365019011,14.8331432192649
33.8209,14.8397338403042,14.8331432192649
34.8218,14.8397338403042,14.8331432192649
35.822655555,14.7873891001267,14.8331432192649
36.823577777,14.8397338403042,14.7807984790874
37.824411111,13.5311153358682,14.7807984790874
38.825288888,11.8560836501901,14.7807984790874
39.826166666,10.8615335868188,15.6183143219265
40.827044444,11.2279467680608,17.1886565272497
41.827944444,12.3271863117871,18.2355513307985
42.838855555,13.0076679340938,19.3871356147021
43.849244444,13.2170468948035,20.5910646387833
44.869566666,12.8506337135615,21.8473384030418
45.889944444,12.798288973384,23.1559569074778
46.910233333,12.798288973384,24.4645754119138
47.9307,13.2170468948035,25.6685044359949
48.971422222,13.3740811153359,26.9771229404309
50.001788888,14.6826996197719,27.2388466413181
51.042466666,16.5147655259823,28.0240177439797
52.062877777,16.5147655259823,29.489670468948
53.103388888,15.7819391634981,30.7459442332066
54.123755555,14.8397338403042,30.798288973384
55.124355555,13.7928390367554,30.798288973384
56.1549,12.4842205323194,30.8506337135615
57.185466666,11.4373257287706,30.6935994930291
58.185966666,10.9138783269962,29.6990494296578
59.206233333,10.9138783269962,28.5474651457541
60.236711111,11.3326362484157,27.5529150823828
61.267477777,12.5365652724968,27.1865019011407
62.268355555,13.2170468948035,26.4013307984791
63.269244444,13.1647021546261,25.7208491761724
64.270033333,12.6935994930292,24.9356780735108
65.290488888,12.4842205323194,23.9411280101394
66.331233333,11.960773130545,23.2083016476553
67.351566666,11.489670468948,23.1036121673004
68.392077777,11.489670468948,23.1036121673004
69.432933333,11.8560836501901,23.1036121673004
70.433244444,11.5943599493029,23.1559569074778
71.473888888,11.489670468948,23.1559569074778
72.484755555,11.3849809885932,23.2083016476553
73.503611111,11.3849809885932,23.2083016476553
74.543166666,10.8091888466413,23.1559569074778
75.544044444,9.39588086185044,22.7371989860583
76.544911111,8.55836501901141,22.2137515842839
77.545844444,8.55836501901141,21.0621673003802
78.546677777,8.55836501901141,20.2246514575412
79.547555555,8.55836501901141,20.2246514575412
80.568388888,8.55836501901141,20.2246514575412
81.599166666,8.55836501901141,20.0152724968314
82.610022222,8.55836501901141,19.6488593155893
83.610866666,8.55836501901141,19.6488593155893
84.611788888,8.55836501901141,19.6488593155893
85.612622222,8.55836501901141,18.9683776932826
86.613555555,8.50602027883397,18.183206590621
87.614433333,8.29664131812421,17.3980354879594
88.6153,7.45912547528517,16.7175538656527
89.6162,6.83098859315589,17.1886565272497
90.636811111,6.35988593155894,17.6074144486692
91.6575,5.5223700887199,18.2878960709759
92.658244444,4.2137515842839,18.5496197718631
93.684733333,2.95747782002535,18.654309252218
94.716644444,2.17230671736375,18.1308618504436
95.723855555,2.17230671736375,17.1886565272497
96.7247,2.17230671736375,15.7753485424588
97.725588888,2.27699619771863,15.0425221799746
98.746444444,3.42858048162231,14.9901774397972
99.747044444,4.4754752851711,14.9901774397972
100.747866666,5.57471482889734,14.9901774397972
101.748711111,6.62160963244613,15.5136248415716
102.759388888,7.45912547528517,16.1417617237009
103.760266666,8.08726235741445,15.8800380228137
104.761155555,8.92477820025348,15.4612801013942
105.762022222,9.8669835234474,15.6183143219265
106.7629,10.3904309252218,16.1417617237009
107.763777777,10.8091888466413,16.8222433460076
108.764711111,11.9084283903676,17.9738276299113
109.765544444,12.6935994930292,19.0207224334601
110.766377777,13.4264258555133,20.2769961977186
111.8168,13.7404942965779,20.9574778200253
112.8572,14.5256653992395,21.4285804816223
113.868,15.886628643853,21.5332699619772
114.886922222,17.195247148289,21.6903041825095
115.906677777,17.9280735107731,22.4231305449937
116.907533333,17.9280735107731,23.6270595690748
117.938377777,17.4046261089987,24.3075411913815
118.938733333,16.2006970849176,24.3598859315589
119.969333333,15.0491128010139,24.3598859315589
120.989655555,14.0545627376426,24.3075411913815
122.000288888,13.5834600760456,23.3653358681876
123.040966666,13.6358048162231,22.1614068441065
124.051655555,13.4264258555133,20.9574778200253
125.052533333,13.0076679340938,19.6488593155893
126.0534,12.3795310519645,18.654309252218
127.054333333,11.489670468948,17.6074144486692
128.055211111,10.3904309252218,15.565969581749
129.056077777,9.6052598225602,14.8331432192649
130.056922222,9.39588086185044,14.1003168567807
131.0578,9.0818124207858,13.6292141951838
132.058722222,9.0818124207858,13.6815589353612
133.0596,9.02946768060836,13.5245247148289
134.060488888,9.02946768060836,13.4721799746514
