this is the ground truth data generated from /QVR_2020_10_20_17_58_11.mp4 with trial name: lopen1.5
time,x,y
0.0207444440000053,9.02299275697334,12.9908768685468
1.021666666,9.07286176606565,13.190352904916
2.022555555,9.42194482971182,14.1378640776699
3.023444444,9.92063492063492,15.1851132686084
4.024322222,10.5190630297426,16.0328864231777
5.025144444,11.1174911388504,17.2297426413931
6.045988888,12.2644783479735,18.326860841424
7.056488888,12.9127754661735,19.6733240869163
8.076822222,12.9626444752658,21.069656341501
9.0972,12.4639543843427,21.9174294960703
10.117488888,11.9153952843273,22.7153336415472
11.137811111,11.6660502388658,22.9646786870088
12.158155555,11.6161812297735,22.8649406688242
13.178522222,11.6161812297735,22.9148096779165
14.1988,11.3668361843119,22.9148096779165
15.219133333,11.1174911388504,22.8649406688242
16.249588888,11.0676221297581,22.9148096779165
17.250211111,9.92063492063492,22.9646786870088
18.250833333,8.67390969332717,22.9646786870088
19.261311111,8.17521960240407,22.2665125597164
20.281633333,8.17521960240407,21.4187394051472
21.301966666,8.27495762058869,20.7205732778548
22.3223,8.47443365695793,20.0722761596548
23.342633333,8.47443365695793,20.0722761596548
24.362966666,8.52430266605024,20.0224071505625
25.393377777,8.52430266605024,19.5735860687317
26.4142,8.52430266605024,19.5735860687317
27.415122222,8.52430266605024,19.5735860687317
28.415966666,8.52430266605024,19.623455077824
29.416844444,8.67390969332717,19.1247649869009
30.417711111,9.17259978425027,18.3767298505163
31.418644444,10.3195869933734,18.3767298505163
32.4195,10.8182770842965,17.5788257050393
33.420411111,10.8681460933888,16.1326244413623
34.421233333,10.8681460933888,15.1851132686084
35.422166666,10.2697179842811,14.1877330867622
36.423055555,9.27233780243489,13.2402219140083
37.443688888,8.97312374788103,12.542055786716
38.464011111,8.77364771151179,11.8438896594236
39.484344444,8.72377870241948,10.4974264139313
40.504677777,9.12273077515796,9.79926028663893
41.524944444,9.17259978425027,10.297950377562
42.545277777,9.12273077515796,11.5945446139621
43.5656,9.17259978425027,12.2927107412544
44.585988888,9.12273077515796,12.9908768685468
45.606777777,9.67128987517337,13.8885190322084
46.607666666,10.8681460933888,14.4869471413161
47.608533333,11.9652642934196,14.5866851595007
48.609411111,13.5112035752812,14.5866851595007
49.610311111,14.9075358298659,14.5866851595007
50.629633333,15.406225920789,14.636554168593
51.661522222,15.555832948066,14.636554168593
52.695277777,15.6555709662506,14.636554168593
53.696111111,15.6555709662506,14.636554168593
54.697033333,15.7054399753429,14.636554168593
55.697866666,15.7553089844352,14.636554168593
56.698755555,15.8550470026198,14.5866851595007
57.699633333,17.0020342117429,14.9856372322392
58.7005,17.8498073663122,15.3845893049777
59.7262,18.6975805208815,15.7336723686238
60.758111111,19.5453536754508,16.5814455231931
61.790055555,19.5952226845431,17.5788257050393
62.821922222,19.5952226845431,18.7756819232547
63.828255555,19.9941747572816,19.5735860687317
64.841277777,21.6398520573278,19.6733240869163
65.873211111,22.4377562028047,19.1746339959932
66.880377777,22.0388041300663,18.4265988596086
67.881266666,20.7422098936662,18.2271228232393
68.882088888,20.5926028663893,17.4292186777624
69.882988888,20.4429958391123,16.1326244413623
70.883844444,19.3957466481738,15.1851132686084
71.884722222,17.9994143935892,15.0355062413315
72.8856,16.9022961935583,14.7362921867776
73.886533333,15.9547850208044,14.636554168593
74.887355555,15.7054399753429,14.636554168593
75.888255555,15.7553089844352,14.636554168593
76.889122222,15.6555709662506,14.636554168593
77.890022222,15.2067498844198,14.5866851595007
78.900888888,15.1070118662352,14.5866851595007
79.901577777,15.1070118662352,14.636554168593
80.902166666,15.1568808753275,14.636554168593
81.902811111,14.757928802589,14.5866851595007
82.903688888,13.960024657112,14.5866851595007
83.904566666,12.5636924025274,14.5368161504084
84.905488888,11.4167051934042,14.5866851595007
85.906366666,11.1673601479427,15.4843273231623
86.907255555,11.4665742024965,17.3793496686701
87.937822222,12.2146093388812,18.2769918323316
88.958144444,12.8130374479889,19.2743720141778
89.978477777,12.9626444752658,20.5210972414856
90.998811111,12.9626444752658,21.5184774233318
92.019144444,13.0125134843581,22.7153336415472
93.039511111,12.9127754661735,23.7127138233934
94.059844444,13.960024657112,24.610355987055
95.080177777,15.3064879026044,24.610355987055
96.100511111,16.7028201571891,24.610355987055
97.120833333,17.650331329943,24.1615349052242
98.141177777,17.9994143935892,23.0644167051934
99.161511111,17.650331329943,21.867560486978
100.181822222,16.9022961935583,21.6680844506087
