loggingTime(txt),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G)
2020-08-20 22:32:42.172 +0200,12923.83912541667,-0.089874267578125,0.00128173828125,-1.003387451171875,12923.81784641667,-1.596625876704992,-0.09817728847961295,0.04025045779024286,0.1537447273731232,-0.1955821067094803,-0.00845511257648468,-0.003287240862846375,0.01151610538363457,-0.0387842059135437,XArbitraryZVertical,0.02110720480587878,0.04863400101931476,0.7158612753443692,-0.6962268542751615,-0.09794025868177414,-0.04023959115147591,-0.9943784475326538
2020-08-20 22:32:42.174 +0200,12923.85916241667,-0.088134765625,-0.0271453857421875,-0.9725189208984375,12923.83788341667,-1.596886739721644,-0.09976499410324256,0.04271323543319864,0.08684265613555908,-0.1187730729579926,-0.01267785858362913,0.01782388985157013,0.06049924716353416,-0.001818180084228516,XArbitraryZVertical,0.02082294843951898,0.0500636905951518,0.7159596606991526,-0.6960329644697653,-0.09950874000787735,-0.04270024970173836,-0.9941200613975525
2020-08-20 22:32:42.175 +0200,12923.87919941667,-0.0778961181640625,-0.0314483642578125,-0.984710693359375,12923.85792041667,-1.59773580491903,-0.1004228264736022,0.04408550565206182,-0.05233507603406906,-0.05596934258937836,-0.0976787656545639,-0.00701557844877243,0.01817144453525543,0.02291738986968994,XArbitraryZVertical,0.02060137911390607,0.0507740865881282,0.7162615494045228,-0.6956773360654888,-0.1001567170023918,-0.04407122731208801,-0.9939951300621033
2020-08-20 22:32:42.175 +0200,12923.89923641667,-0.1136474609375,-0.0097808837890625,-0.9766387939453125,12923.87795741667,-1.59961324707224,-0.1021337129724136,0.04156324695988471,-0.1698040366172791,-0.16160948574543,-0.05446377024054527,0.02703617513179779,0.004332907497882843,0.01043343544006348,XArbitraryZVertical,0.02214075802723444,0.05044708134108813,0.7168708468451798,-0.6950259469013224,-0.1018681898713112,-0.04155128076672554,-0.9939297437667847
2020-08-20 22:32:42.176 +0200,12923.91927341667,-0.09527587890625,-0.0313873291015625,-0.990753173828125,12923.89799441667,-1.600832221732448,-0.1051938316186114,0.03722251877497845,-0.2753837406635284,-0.1404858231544495,-0.01175450254231691,-0.008926749229431152,0.02883455157279968,0.0172954797744751,XArbitraryZVertical,0.02477966638925803,0.04994274834222393,0.7172107475439994,-0.6946225028475874,-0.104927197098732,-0.03721392527222633,-0.9937833547592163
2020-08-20 22:32:42.177 +0200,12923.93931141667,-0.0899658203125,-0.0265045166015625,-0.9988555908203125,12923.91803141667,-1.601416737145204,-0.1068309134266719,0.02955217020800487,-0.4093729555606842,-0.08763113617897034,0.02844184264540672,0.002806849777698517,0.001681394875049591,0.006784796714782715,XArbitraryZVertical,0.02804980020111659,0.04775750601626776,0.7172965476925545,-0.6945632264479694,-0.1065812632441521,-0.02954786829650402,-0.9938648343086243
2020-08-20 22:32:42.177 +0200,12923.95934841667,-0.1023712158203125,-0.010040283203125,-0.999542236328125,12923.93806941667,-1.60155193910855,-0.1086398820925783,0.02228339175165532,-0.289766401052475,-0.05456665903329849,0.02432280778884888,0.01691184192895889,-0.007064037024974823,-0.004010140895843506,XArbitraryZVertical,0.03122981466757693,0.04578050139113593,0.717214237493,-0.6946456069889874,-0.1083993837237358,-0.02228154800832272,-0.9938576817512512
2020-08-20 22:32:42.192 +0200,12923.97938541667,-0.087615966796875,-0.0243072509765625,-0.9740142822265625,12923.95810641667,-1.601238404391403,-0.1087805562376995,0.01913752988287767,0.1338430494070053,-0.05805140361189842,0.08735420554876328,0.006952755153179169,-0.0007408447563648224,-0.002054870128631592,XArbitraryZVertical,0.03236720384345708,0.04470758004509084,0.7170552735509587,-0.6948275569658546,-0.1085462644696236,-0.01913636177778244,-0.9939072132110596
2020-08-20 22:32:42.212 +0200,12923.99942241667,-0.09747314453125,-0.0481414794921875,-0.99169921875,12923.97814341667,-1.599621295094553,-0.1091338239039781,0.0211129609913141,-0.05571369081735611,-0.02345560863614082,0.03619316220283508,0.01325476169586182,0.01266157999634743,0.02719706296920776,XArbitraryZVertical,0.0317699887936336,0.04556351316057685,0.7165179305763781,-0.6953536578507324,-0.1088930442929268,-0.02111139334738255,-0.9938292503356934
2020-08-20 22:32:42.232 +0200,12924.01945941667,-0.1143798828125,-0.0229339599609375,-1.004638671875,12923.99818041667,-1.599062833713544,-0.1102481842446667,0.02029000904175098,-0.00477594556286931,-0.06210233643651009,0.03420941159129143,0.01480200886726379,-0.03346901759505272,0.001521646976470947,XArbitraryZVertical,0.03244291802370665,0.04566551176943041,0.7162931794427346,-0.6955473658270095,-0.1100023314356804,-0.0202886164188385,-0.9937242269515991
2020-08-20 22:32:42.252 +0200,12924.03949641667,-0.1097412109375,-0.0075225830078125,-1.018585205078125,12924.01821741667,-1.598261667650942,-0.1106583961561755,0.02014626199991108,-0.02781402133405209,-0.02839470654726028,0.04021921753883362,-0.006455130875110626,-0.005013208836317062,-0.004943311214447021,XArbitraryZVertical,0.03262154667995995,0.04576981656911745,0.7160055813574039,-0.6958282735699931,-0.1104102805256844,-0.02014489844441414,-0.9936819076538086
