gyroscope-calibrated.txt

All values are in radians/second.
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z
4.697 4.698 -0.85643303 -0.53723156 -2.797323
4.707 4.707 -1.0036516 -0.64230037 -2.711191
4.717 4.718 -1.1301007 -0.76264083 -2.6482718
4.728 4.728 -1.2363913 -0.8212839 -2.561529
4.737 4.737 -1.2125676 -0.6508525 -2.5175467
4.747 4.748 -1.0586295 -0.4437692 -2.4876142
4.758 4.757 -0.8539896 -0.27150518 -2.4625688
4.767 4.767 -0.61575216 -0.05220454 -2.3978171
4.777 4.777 -0.38179076 0.1334985 -2.2970243
4.787 4.787 -0.17654006 0.19091983 -2.1730187
4.798 4.797 -0.07941249 0.035760056 -1.9836506
4.807 4.807 -0.3530801 -0.5592227 -1.6024706
4.818 4.818 -0.5510004 -0.66184807 -1.2597753
4.827 4.827 -0.6249151 -0.7082738 -0.90547335
4.839 4.837 -0.5516113 -0.77791244 -0.5511715
4.847 4.848 -0.20341812 -1.0760148 -0.12784187
4.857 4.857 0.15271631 -1.4315382 0.090237014
4.867 4.868 0.47525316 -1.7113146 0.33885917
4.877 4.878 0.63774335 -1.8395963 0.6058073
4.890 4.888 0.68783426 -1.7650707 0.8171667
4.898 4.897 0.6835582 -1.5317202 0.9558331
