rotation-vector.txt

Estimated-heading-accuracy is in radians. The rotation vector represents the orientation of the device as a combination of an angle and an axis, in which the device has rotated through an angle θ around an axis <x, y, z>. The reference coordinate system is defined as a direct orthonormal basis, where: X is defined as the vector product Y.Z (It is tangential to the ground at the device's current location and roughly points East). Y is tangential to the ground at the device's current location and points towards magnetic north. Z points towards the sky and is perpendicular to the ground.
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x*sin(θ/2) y*sin(θ/2) z*sin(θ/2) cos(θ/2) estimated-heading-accuracy
0.888 0.878 0.014597025 0.20288038 0.96260417 0.17894077 0.0
0.898 0.888 0.010430253 0.2038898 0.96497154 0.1647731 0.0
0.908 0.898 0.011825858 0.2044728 0.9656144 0.16012466 0.0
0.918 0.908 0.015263233 0.20468357 0.96401644 0.1689496 0.0
0.928 0.918 0.015365267 0.20318776 0.9625588 0.1787714 0.0
0.939 0.928 0.014024935 0.20130397 0.96446484 0.17055118 0.0
0.949 0.938 0.013445564 0.20327348 0.9640338 0.17069855 0.0
0.959 0.948 0.013884698 0.20393264 0.9637494 0.1714816 0.0
0.969 0.958 0.014575954 0.2035565 0.963556 0.17295127 0.0
0.979 0.968 0.015617777 0.20423497 0.96322244 0.17391607 0.0
0.989 0.978 0.015542048 0.20646542 0.96204466 0.17776556 0.0
0.999 0.988 0.01478051 0.20522967 0.96324885 0.17266744 0.0
1.010 0.998 0.015455269 0.20298208 0.96353686 0.17365563 0.0
1.020 1.008 0.013337169 0.20112307 0.963926 0.17383397 0.0
1.029 1.018 0.013993297 0.20127337 0.96391195 0.173687 0.0
1.039 1.028 0.013118143 0.20561458 0.9642186 0.16683294 0.0
1.049 1.038 0.013745502 0.20402932 0.96361583 0.1721266 0.0
1.059 1.048 0.01265302 0.19925857 0.9656527 0.16628537 0.0
1.069 1.058 0.012315111 0.19967876 0.9661 0.16318001 0.0
1.079 1.068 0.012458213 0.19942632 0.9659462 0.16438313 0.0
1.089 1.078 0.012378976 0.19912404 0.96600664 0.16440079 0.0
1.099 1.088 0.012316762 0.19876342 0.9660715 0.16446067 0.0
1.109 1.098 0.01221282 0.19838302 0.96615434 0.16444084 0.0
1.119 1.108 0.012131629 0.19805391 0.96622235 0.16444421 0.0
1.130 1.118 0.012078464 0.19780596 0.9662995 0.16429356 0.0
1.140 1.128 0.012184709 0.1976598 0.9663202 0.16433895 0.0
1.149 1.138 0.012278069 0.19756259 0.96634144 0.16432492 0.0
1.160 1.148 0.012383177 0.19748789 0.96631813 0.16454312 0.0
1.168 1.158 0.012435974 0.19742355 0.96630526 0.16469182 0.0
1.178 1.168 0.012502655 0.19728895 0.96630585 0.16484468 0.0
1.188 1.178 0.012647592 0.19706853 0.9663035 0.1651109 0.0
1.199 1.188 0.012766366 0.19683775 0.9663067 0.16535811 0.0
1.208 1.198 0.012867841 0.19665614 0.96628803 0.16567576 0.0
1.218 1.208 0.012994447 0.19646837 0.9662748 0.16596487 0.0
1.228 1.218 0.013125432 0.1962106 0.9662747 0.16626054 0.0
1.238 1.228 0.013191972 0.1959592 0.9662869 0.16648017 0.0
1.248 1.238 0.013194173 0.19586079 0.9662798 0.16663712 0.0
1.258 1.248 0.013212143 0.19589275 0.9662524 0.1667571 0.0
1.268 1.258 0.013142494 0.19603233 0.9662387 0.166678 0.0
1.278 1.268 0.013027441 0.19619642 0.9662257 0.16656946 0.0
1.289 1.278 0.012934862 0.1962702 0.96621937 0.16652603 0.0
1.299 1.288 0.012822773 0.1962299 0.96626306 0.16632818 0.0
1.310 1.298 0.012761568 0.19608118 0.9662572 0.16654266 0.0
1.319 1.308 0.012609736 0.19588983 0.9663017 0.16652098 0.0
1.329 1.318 0.012501755 0.1957138 0.9663132 0.16666934 0.0
1.339 1.328 0.012393223 0.19561306 0.9663669 0.16648465 0.0
1.349 1.338 0.012340546 0.19559048 0.96640503 0.16629325 0.0
1.359 1.348 0.012218686 0.19555268 0.9664771 0.16592756 0.0
1.369 1.358 0.012137433 0.19540924 0.9665076 0.16592439 0.0
1.379 1.368 0.011965181 0.1951821 0.9666299 0.16549121 0.0
1.389 1.378 0.011847518 0.19487785 0.96671486 0.16536263 0.0
1.399 1.388 0.011739709 0.19454154 0.9668105 0.16520672 0.0
1.410 1.399 0.011622206 0.1942592 0.9668685 0.16520815 0.0
1.420 1.409 0.011387152 0.19408809 0.9669848 0.16474415 0.0
1.430 1.419 0.0112237325 0.19406609 0.9670249 0.16454569 0.0
1.439 1.429 0.011146127 0.19409488 0.96705025 0.16436777 0.0
1.451 1.439 0.011156393 0.19409007 0.96711916 0.16396675 0.0
1.458 1.449 0.011257035 0.19387868 0.9672116 0.16366448 0.0
1.468 1.458 0.011550351 0.19351251 0.9672496 0.16385292 0.0
1.479 1.469 0.01185067 0.19308256 0.96729386 0.16407761 0.0
1.488 1.478 0.01207353 0.19267449 0.9673343 0.16430274 0.0
1.498 1.488 0.012225367 0.19233562 0.96736354 0.16451547 0.0
1.508 1.498 0.012391301 0.19204916 0.96735865 0.16486642 0.0
1.518 1.508 0.012541791 0.19176571 0.967359 0.1651826 0.0
1.528 1.518 0.01259203 0.19149175 0.9674133 0.16517809 0.0
1.539 1.528 0.012586451 0.19122207 0.9674662 0.1651815 0.0
1.551 1.538 0.012556559 0.19097084 0.9675185 0.16516787 0.0
1.559 1.548 0.012542433 0.19074342 0.9675494 0.16525124 0.0
1.569 1.558 0.012567783 0.19054374 0.9675781 0.16531157 0.0
1.579 1.568 0.012613307 0.19032526 0.9676121 0.16536039 0.0
1.589 1.578 0.012666795 0.19015123 0.9676225 0.16549534 0.0
1.601 1.588 0.0126772085 0.19006337 0.9676238 0.16558813 0.0
1.609 1.598 0.012676875 0.19004448 0.9676162 0.16565463 0.0
1.619 1.608 0.012664308 0.19001988 0.96762305 0.16564363 0.0
1.629 1.618 0.012672303 0.18999846 0.96761495 0.16571446 0.0
1.639 1.628 0.012663241 0.1899609 0.96759486 0.16587563 0.0
1.649 1.638 0.012662975 0.18990298 0.9675669 0.16610453 0.0
1.659 1.648 0.012716893 0.18983644 0.9675627 0.16620119 0.0
1.672 1.658 0.012806895 0.18981498 0.96752745 0.16642432 0.0
1.679 1.668 0.012762125 0.1898919 0.9674836 0.16659471 0.0
1.689 1.678 0.012677504 0.1899564 0.9674506 0.1667187 0.0
1.699 1.688 0.012612229 0.18991232 0.9674473 0.16679338 0.0
1.709 1.698 0.012633332 0.18972674 0.9674661 0.16689388 0.0
1.719 1.708 0.012744139 0.18942606 0.967503 0.16701303 0.0
1.730 1.718 0.012878968 0.18909478 0.9675289 0.16722845 0.0
1.739 1.728 0.012878542 0.18887182 0.967569 0.16724768 0.0
1.749 1.738 0.012844001 0.18883227 0.9675708 0.16728453 0.0
1.759 1.748 0.012752056 0.18892556 0.96758413 0.16710913 0.0
1.769 1.758 0.012649643 0.18908305 0.96758604 0.1669278 0.0
1.779 1.768 0.012547127 0.18917853 0.96759987 0.16674715 0.0
1.789 1.778 0.012466218 0.18911964 0.96761453 0.1667348 0.0
1.799 1.788 0.0123296585 0.1889987 0.9676996 0.16638812 0.0
1.810 1.799 0.012373605 0.1888901 0.96771634 0.16641086 0.0
1.819 1.809 0.01243301 0.18884268 0.96776956 0.16615044 0.0
1.828 1.818 0.012558074 0.1888066 0.9677662 0.16620156 0.0
1.838 1.828 0.01257549 0.18875547 0.9677682 0.16624697 0.0
1.848 1.838 0.012542872 0.18863198 0.9677885 0.16627125 0.0
1.858 1.848 0.012511243 0.18842708 0.96783 0.16626471 0.0
1.868 1.858 0.012473661 0.1882048 0.9678811 0.16622138 0.0
1.879 1.868 0.0124504315 0.18797074 0.96792996 0.16620356 0.0
1.890 1.878 0.012411547 0.18771547 0.96800536 0.16605616 0.0
1.899 1.889 0.012352065 0.1875019 0.9680657 0.16595018 0.0
1.909 1.898 0.0123168 0.18733183 0.9681004 0.16594154 0.0
1.919 1.908 0.012153105 0.18723972 0.96824765 0.16519749 0.0
1.929 1.918 0.012066881 0.18716688 0.96830773 0.1649338 0.0
1.939 1.928 0.011926663 0.18709591 0.9683716 0.16464879 0.0
1.949 1.938 0.011724017 0.18707508 0.9684328 0.16432752 0.0
1.960 1.948 0.011451596 0.18712811 0.9684877 0.16396187 0.0
1.969 1.958 0.011212336 0.18723576 0.9684814 0.16389279 0.0
1.980 1.968 0.011000616 0.1872889 0.9685389 0.16350636 0.0
1.989 1.978 0.010870133 0.1872537 0.96861184 0.16312273 0.0
1.999 1.988 0.010816965 0.18710795 0.9686863 0.16285099 0.0
2.009 1.998 0.010684651 0.18689097 0.96881175 0.16236246 0.0
2.019 2.008 0.010579955 0.18665668 0.96886677 0.1623101 0.0
2.029 2.018 0.01036451 0.18639828 0.9689689 0.16201103 0.0
2.040 2.028 0.010099655 0.18607198 0.9691401 0.16137777 0.0
2.049 2.038 0.00985237 0.18569359 0.969288 0.16094014 0.0
2.059 2.048 0.009558741 0.18529849 0.96944714 0.16045359 0.0
2.069 2.058 0.009295333 0.18494776 0.96958536 0.16003844 0.0
2.079 2.068 0.009012108 0.18465503 0.9697188 0.15958348 0.0
2.089 2.078 0.008715414 0.18443039 0.96984136 0.15911417 0.0
2.100 2.088 0.008371715 0.18431735 0.9699499 0.15860072 0.0
2.109 2.098 0.007971277 0.18433422 0.97004867 0.15799718 0.0
2.119 2.108 0.007783933 0.18435918 0.9700529 0.15795147 0.0
2.129 2.118 0.007528402 0.18430157 0.9702192 0.157006 0.0
2.139 2.128 0.0075447927 0.18412215 0.9702555 0.15699206 0.0
2.149 2.138 0.0075480915 0.1839036 0.9703553 0.15663038 0.0
2.159 2.148 0.007583487 0.18372518 0.9704335 0.15635398 0.0
2.169 2.158 0.0075529395 0.18362415 0.9705733 0.15560414 0.0
2.183 2.168 0.0077029564 0.18353997 0.9705843 0.15562746 0.0
2.189 2.178 0.0077165365 0.18343282 0.9707217 0.15489416 0.0
2.199 2.188 0.007792059 0.18331183 0.970784 0.15464297 0.0
2.209 2.198 0.007839206 0.183175 0.9708426 0.15443519 0.0
2.219 2.208 0.007918803 0.18305527 0.97086287 0.15444587 0.0
2.229 2.218 0.0079082 0.18302736 0.97090054 0.15424262 0.0
2.239 2.228 0.007883289 0.18305501 0.97089916 0.15421961 0.0
2.249 2.238 0.007910956 0.18305448 0.9709054 0.15417881 0.0
2.259 2.248 0.008001985 0.18296424 0.97092843 0.15413687 0.0
2.269 2.258 0.0081032375 0.18280634 0.9709521 0.1541701 0.0
2.279 2.268 0.008169962 0.18263143 0.97097856 0.15420672 0.0
2.289 2.278 0.008213845 0.18250212 0.9709827 0.15433155 0.0
2.299 2.288 0.008227951 0.18241113 0.97098494 0.15442409 0.0
2.309 2.298 0.008292255 0.18233204 0.9709685 0.15461701 0.0
2.319 2.308 0.008410497 0.18222097 0.97095436 0.15483038 0.0
