location-gps.txt

This provider determines location using satellites. Depending on conditions, this provider may take a while to return a location fix..
http://developer.android.com/reference/android/location/LocationManager.html

elapsed-time-system elapsed-time-sensor latitude longitude altitude bearing accuracy speed
102.397 102.724 52.005054079927504 4.36553749255836 47.0 334.1 3.0 1.22
103.397 103.724 52.00506292283535 4.365529697388411 47.0 334.6 3.0 1.0799999
104.382 104.724 52.0050741545856 4.365520225837827 47.0 328.2 3.0 1.29
105.388 105.724 52.0050855120644 4.365502372384071 47.0 324.9 3.0 1.26
106.404 106.724 52.00509561225772 4.365487117320299 47.0 332.9 3.0 1.51
107.392 107.724 52.00510965194553 4.365468006581068 47.0 332.3 2.5 1.4699999
108.385 108.724 52.00512096751481 4.365454679355025 47.0 322.6 2.5 1.49
109.398 109.724 52.005132031627 4.365439089015126 47.0 317.9 3.0 1.26
110.406 110.724 52.00514012016356 4.365429533645511 46.0 320.7 2.5 1.1999999
111.390 111.724 52.00514854397625 4.365421906113625 46.0 326.5 3.0 1.26
112.389 112.724 52.005159398540854 4.365409668534994 46.0 329.1 2.5 1.41
113.387 113.724 52.005172139033675 4.3653971794992685 45.0 331.4 2.5 1.5
114.385 114.724 52.005185382440686 4.365388797596097 45.0 340.3 2.5 1.52
115.358 115.724 52.00519795529544 4.36538016423583 45.0 334.8 2.5 1.51
116.393 116.724 52.00520994141698 4.365369938313961 45.0 332.7 2.5 1.4599999
117.380 117.724 52.005223436281085 4.365360634401441 44.0 334.0 2.5 1.41
118.380 118.724 52.00523441657424 4.365349570289254 44.0 329.5 2.5 1.0799999
119.391 119.724 52.005241541191936 4.365336326882243 44.0 323.3 2.5 1.11
120.353 120.724 52.00525130610913 4.365324005484581 44.0 328.1 2.5 1.3399999
121.385 121.724 52.005262579768896 4.365314031019807 43.0 334.1 2.5 1.41
122.392 122.724 52.00527221895754 4.36530489474535 44.0 340.8 2.5 1.42
123.381 123.724 52.005284749902785 4.3652944173663855 44.0 338.0 2.5 1.56
124.392 124.724 52.00529858004302 4.365282850340009 44.0 338.1 2.5 1.48
125.381 125.724 52.0053125359118 4.365276815369725 44.0 342.7 2.5 1.39
126.388 126.724 52.005322678014636 4.365264242514968 44.0 335.3 2.5 1.3199999
127.390 127.724 52.00533491559327 4.365253262221813 44.0 337.8 3.0 1.4499999
128.385 128.724 52.00534853618592 4.365244964137673 44.0 336.1 3.0 1.4
129.386 129.724 52.005360941402614 4.365234654396772 43.0 338.3 2.5 1.4599999
130.381 130.724 52.00537380762398 4.36522233299911 43.0 331.8 3.0 1.66
131.406 131.724 52.00538114178926 4.365207916125655 42.0 327.7 3.0 1.55
132.388 132.724 52.00539358891547 4.36519643291831 43.0 325.4 3.0 1.5
133.385 133.724 52.00540419202298 4.365179082378745 43.0 327.4 3.0 1.52
134.383 134.724 52.005415759049356 4.3651642464101315 43.0 328.0 2.5 1.52
135.385 135.724 52.00543017592281 4.365156786516309 43.0 328.7 3.0 1.48
136.387 136.724 52.00544555671513 4.36514806933701 43.0 330.6 2.5 1.4499999
137.389 137.724 52.00546236243099 4.36514220200479 43.0 330.0 2.5 1.67
138.389 138.724 52.00547661166638 4.36512946151197 43.0 334.2 2.5 1.61
139.356 139.724 52.00549056753516 4.365118648856878 43.0 347.0 2.5 1.54
140.383 140.724 52.0055049424991 4.365115212276578 43.0 349.0 2.5 1.43
141.380 141.724 52.005518269725144 4.3650994542986155 43.0 341.9 2.5 1.4
142.386 142.724 52.00552640017122 4.365085707977414 43.0 338.9 2.5 1.4499999
143.399 143.724 52.0055377157405 4.365072380751371 44.0 335.7 2.5 1.54
144.383 144.724 52.00554685201496 4.3650582153350115 44.0 334.4 2.5 1.4399999
145.390 145.724 52.00555653311312 4.365051677450538 43.0 340.7 2.5 1.27
146.381 146.724 52.00557132717222 4.365043798461556 43.0 347.0 2.5 1.55
147.390 147.724 52.0055836904794 4.3650381825864315 43.0 349.4 2.5 1.3199999
148.386 148.724 52.005598274990916 4.365033991634846 43.0 351.7 2.5 1.25
149.395 149.724 52.00560912955552 4.365021670237184 43.0 344.9 2.5 1.23
150.393 150.724 52.005616505630314 4.3650049064308405 43.0 336.1 2.5 1.28
151.398 151.724 52.00562585145235 4.36499266885221 43.0 333.9 3.0 1.3199999
152.386 152.724 52.00564060360193 4.364981018006802 43.0 332.1 3.0 1.49
153.405 153.724 52.00565430801362 4.36496626585722 42.0 326.7 3.0 1.12
154.365 154.724 52.00566583313048 4.364954866468906 42.0 327.1 3.0 1.24
155.399 155.724 52.005677903071046 4.364945646375418 42.0 327.8 3.0 1.06
156.385 156.724 52.00569164939225 4.364931732416153 41.0 337.1 3.0 1.39
157.387 157.724 52.00570392888039 4.364923350512981 42.0 345.9 2.5 1.3399999
158.405 158.724 52.00571620836854 4.36492133885622 42.0 2.7 2.5 1.18
159.414 159.724 52.005728906951845 4.364926032721996 42.0 12.9 2.5 1.28
160.356 160.724 52.005741856992245 4.364929720759392 42.0 23.7 2.5 1.41
161.395 161.724 52.00575526803732 4.364938018843532 42.0 27.0 2.5 1.36
162.370 162.724 52.00576972682029 4.364954698830843 43.0 36.2 2.5 1.28
163.399 163.724 52.00578087475151 4.3649660144001245 43.0 36.0 2.5 1.26
164.383 164.724 52.00579319614917 4.364972049370408 43.0 36.6 2.0 1.26
165.414 165.724 52.00580635573715 4.364983784034848 44.0 39.9 2.0 1.28
166.382 166.724 52.00581658165902 4.364996021613479 44.0 44.1 2.0 1.36
167.404 167.724 52.00582324527204 4.365010857582092 44.0 54.3 2.0 1.27
168.391 168.724 52.00582647230476 4.365029968321323 44.0 64.3 2.0 1.4399999
169.394 169.724 52.005828567780554 4.365051090717316 44.0 68.6 2.0 1.4699999
170.387 170.724 52.00583640486002 4.365070117637515 44.0 65.6 2.0 1.65
171.382 171.724 52.00584704987705 4.365092245861888 44.0 67.3 2.0 1.4699999
172.381 172.724 52.0058530010283 4.365111272782087 44.0 71.0 2.0 1.5799999
173.367 173.724 52.00586037710309 4.365133568644524 44.0 65.4 2.0 1.5999999
174.376 174.724 52.00587026774883 4.3651551101356745 44.0 62.6 2.0 1.5899999
175.391 175.724 52.00587999075651 4.365176483988762 44.0 62.4 2.0 1.55
176.377 176.724 52.00588854029775 4.365196852013469 44.0 67.4 2.0 1.4499999
177.384 177.724 52.00589348562062 4.3652148731052876 44.0 65.0 2.0 1.48
178.368 178.724 52.00589859858155 4.365228535607457 45.0 68.9 2.0 1.41
179.398 179.724 52.0059074414894 4.3652469757944345 44.0 63.5 2.5 1.56
180.388 180.724 52.005916787311435 4.365267511457205 45.0 61.9 2.5 1.56
181.399 181.724 52.00592361856252 4.365289555862546 45.0 69.7 2.5 1.43
182.392 182.724 52.005929234437644 4.365309672430158 45.0 68.8 2.5 1.4399999
183.401 183.724 52.005936107598245 4.36532836407423 45.0 63.1 2.5 1.51
184.364 184.724 52.00594222638756 4.365346385166049 45.0 59.9 2.5 1.52
185.361 185.724 52.00594838708639 4.365363987162709 45.0 61.0 2.5 1.4399999
186.364 186.724 52.00595697853714 4.3653851095587015 45.0 58.0 3.0 1.52
187.378 187.724 52.00596548616886 4.365402543917298 45.0 54.8 2.5 1.3399999
188.394 188.724 52.00597143732011 4.365421738475561 45.0 60.9 3.0 1.43
189.398 189.724 52.00597755610943 4.365443447604775 45.0 69.8 2.5 1.51
190.384 190.724 52.00598178897053 4.365464653819799 45.0 76.0 2.5 1.42
191.392 191.724 52.00598438736051 4.365488290786743 45.0 76.0 2.5 1.4499999
192.388 192.724 52.005985979922116 4.365515364333987 45.0 71.0 2.5 1.56
193.383 193.724 52.00598924886435 4.365538498386741 45.0 65.5 2.5 1.29
194.376 194.724 52.0059938589111 4.365557190030813 45.0 60.4 2.5 1.12
195.385 195.724 52.00600219890475 4.365573534741998 45.0 56.9 2.5 1.29
196.384 196.724 52.00601028744131 4.365593148395419 45.0 57.8 2.5 1.4
197.395 197.724 52.006018459796906 4.365606559440494 45.0 64.6 3.0 1.64
198.381 198.724 52.006026045419276 4.365627514198422 45.0 67.7 2.5 1.4499999
199.387 199.724 52.006031409837306 4.365643607452512 46.0 68.8 2.5 1.55
200.385 200.724 52.006040001288056 4.365672189742327 46.0 64.6 2.5 1.65
201.355 201.724 52.00604612007737 4.36569825746119 45.0 59.2 2.5 1.52
202.391 202.724 52.00605249032378 4.365719044581056 45.0 67.7 2.5 1.52
203.391 203.724 52.00605793856084 4.36574125662446 45.0 75.0 2.5 1.54
204.385 204.724 52.006064392626286 4.365765145048499 46.0 69.9 2.5 1.5899999
205.381 205.724 52.00607466045767 4.365783669054508 46.0 63.7 2.5 1.54
206.399 206.724 52.006083419546485 4.365803366526961 46.0 62.5 2.5 1.5999999
207.392 207.724 52.00609037652612 4.365823483094573 46.0 65.5 2.5 1.55
208.404 208.724 52.00609854888171 4.365844940766692 46.0 63.5 2.5 1.4399999
209.389 209.724 52.00610399711877 4.365870589390397 46.0 66.6 2.5 1.28
210.388 210.724 52.00611351057887 4.36588928103447 46.0 66.8 2.5 1.43
211.389 211.724 52.00612402986735 4.365907134488225 47.0 63.8 2.5 1.4699999
212.392 212.724 52.00613216031343 4.365923898294568 48.0 61.6 2.5 1.56
213.393 213.724 52.006141087040305 4.365944182500243 48.0 65.2 2.5 1.56
214.392 214.724 52.00614842120558 4.365966394543648 48.0 68.4 2.5 1.48
215.393 215.724 52.00615169014782 4.365987433120608 48.0 68.3 2.5 1.28
216.384 216.724 52.006154749542475 4.366009645164013 48.0 74.8 3.0 1.1899999
217.408 217.724 52.00615076813847 4.366033282130957 48.0 97.8 2.5 1.27
218.392 218.724 52.00613999739289 4.366051722317934 48.0 106.2 2.5 1.09
219.401 219.724 52.00613517779857 4.366071419790387 48.0 107.3 2.5 1.0699999
220.391 220.724 52.00612897519022 4.366089776158333 47.0 109.0 2.5 0.84
221.378 221.724 52.00612101238221 4.366107042878866 48.0 96.9 2.5 1.1
222.389 222.724 52.00612193439156 4.366123219951987 48.0 88.7 2.5 1.11
223.405 223.724 52.006124490872025 4.366141827777028 48.0 79.7 2.5 1.39
224.402 224.724 52.00612382031977 4.366163453087211 49.0 82.8 3.0 1.24
225.396 225.724 52.00612667016685 4.366185246035457 48.0 83.5 3.0 1.39
226.386 226.724 52.00612826272845 4.3662044405937195 48.0 79.6 3.0 1.25
227.391 227.724 52.006131364032626 4.366228496655822 48.0 69.9 3.0 1.63
228.398 228.724 52.0061328727752 4.36625330708921 47.0 69.8 3.0 1.4499999
229.360 229.724 52.00613568071276 4.366274094209075 47.0 67.5 3.0 1.48
230.372 230.724 52.00614096131176 4.3662921991199255 46.0 62.6 3.0 1.4399999
231.376 231.724 52.006146744824946 4.366313572973013 46.0 62.7 3.0 1.3399999
232.379 232.724 52.00615093577653 4.366339389234781 46.0 66.9 2.5 1.37
233.389 233.724 52.00615701265633 4.366362690925598 46.0 69.4 2.5 1.38
234.402 234.724 52.0061638019979 4.366385405883193 46.0 65.0 2.5 1.51
235.388 235.724 52.006172644905746 4.36641113832593 45.0 62.6 2.5 1.4699999
236.392 236.724 52.00617809314281 4.366438547149301 45.0 66.6 2.5 1.48
237.383 237.724 52.00618421193212 4.366461932659149 45.0 69.6 2.5 1.42
238.383 238.724 52.00618978589773 4.366483809426427 45.0 68.3 2.0 1.4599999
239.395 239.724 52.00619858689606 4.366499148309231 45.0 66.2 2.0 1.53
240.384 240.724 52.006209273822606 4.366520270705223 45.0 65.9 2.5 1.52
241.390 241.724 52.0062148058787 4.366538627073169 46.0 66.5 2.0 1.48
242.394 242.724 52.00621773954481 4.36655480414629 46.0 68.7 2.5 1.39
243.386 243.724 52.00622402597219 4.366570981219411 46.0 61.8 2.5 1.4399999
244.395 244.724 52.006227588281035 4.366579027846456 47.0 58.0 2.5 1.51
245.383 245.724 52.00623328797519 4.366597551852465 47.0 58.4 2.5 1.5899999
246.383 246.724 52.00624162796885 4.3666196800768375 47.0 62.2 2.5 1.5799999
247.399 247.724 52.0062467828393 4.3666408862918615 47.0 66.8 2.5 1.53
248.390 248.724 52.00625252444297 4.366663349792361 47.0 73.8 2.5 1.53
249.396 249.724 52.006255625747144 4.366683633998036 47.0 82.7 2.5 1.48
250.389 250.724 52.00625826604664 4.366704421117902 47.0 86.4 2.5 1.4499999
251.394 251.724 52.00626019388437 4.366728309541941 48.0 88.6 2.5 1.42
252.392 252.724 52.00625939760357 4.366749599575996 48.0 101.8 2.5 1.53
253.389 253.724 52.00625311117619 4.366772482171655 48.0 107.6 2.5 1.4499999
254.390 254.724 52.00624514836818 4.36679570004344 48.0 108.7 2.5 1.4699999
255.386 255.724 52.00623768847436 4.366817492991686 48.0 110.6 2.5 1.4599999
256.357 256.724 52.00623068958521 4.366840543225408 48.0 120.7 2.5 1.5
257.388 257.724 52.00621660798788 4.366861078888178 47.0 140.8 2.5 1.62
258.392 258.724 52.00619535986334 4.366874825209379 46.0 150.8 2.5 1.43
259.394 259.724 52.006178512237966 4.366886559873819 46.0 157.2 2.5 1.31
260.402 260.724 52.00616878923029 4.366899551823735 45.0 150.7 2.5 1.41
261.393 261.724 52.00615340843797 4.3669127114117146 45.0 147.7 2.5 1.42
262.395 262.724 52.00614205095917 4.366926793009043 45.0 143.1 2.0 1.48
263.388 263.724 52.00612637680024 4.366941964253783 44.0 146.7 2.0 1.49
264.389 264.724 52.00611338485032 4.366951351985335 44.0 153.9 2.0 1.25
265.392 265.724 52.00609833933413 4.366956884041429 43.0 158.6 2.0 1.3199999
266.393 266.724 52.006085556931794 4.366962751373649 43.0 164.0 2.0 1.09
267.391 267.724 52.00607470236719 4.366970546543598 42.0 163.5 2.0 1.1999999
268.394 268.724 52.00606233906001 4.366978676989675 42.0 164.3 2.0 1.27
269.365 269.724 52.00604917947203 4.366984628140926 42.0 167.0 2.0 1.18
270.394 270.724 52.006036480888724 4.366989238187671 42.0 168.2 2.0 1.02
271.391 271.724 52.006026967428625 4.366991417482495 42.0 166.6 2.0 1.05
272.385 272.724 52.006016951054335 4.366999631747603 42.0 164.7 2.0 0.97999996
273.381 273.724 52.006007437594235 4.367007091641426 42.0 168.4 2.0 1.17
274.405 274.724 52.00599381700158 4.367011534050107 42.0 175.6 2.0 1.23
275.394 275.724 52.00598212424666 4.367009857669473 41.0 189.7 2.0 1.1999999
276.384 276.724 52.00596942566335 4.367005582898855 42.0 195.9 2.0 1.55
277.387 277.724 52.00595618225634 4.367004409432411 42.0 205.2 2.0 1.38
278.385 278.724 52.00594222638756 4.36700189486146 42.0 208.5 2.0 1.5799999
279.391 279.724 52.00592940207571 4.366993010044098 42.0 204.6 2.0 1.48
280.386 280.724 52.00591519474983 4.3669872265309095 43.0 208.4 2.0 1.4699999
281.367 281.724 52.00590287335217 4.366983957588673 43.0 211.1 2.0 1.41
282.395 282.724 52.00588879175484 4.36697943136096 43.0 212.7 2.0 1.48
283.394 283.724 52.00587663799524 4.366972893476486 43.0 212.8 2.0 1.5699999
284.374 284.724 52.00586372986436 4.366964427754283 44.0 216.6 2.0 1.52
285.392 285.724 52.00585241429508 4.366951771080494 45.0 216.3 2.0 1.39
286.391 286.724 52.00583950616419 4.36694179661572 45.0 213.8 2.0 1.5
287.407 287.724 52.00582722667605 4.366935426369309 46.0 212.6 2.0 1.38
288.389 288.724 52.00581704266369 4.366927966475487 46.0 210.9 2.0 1.39
289.397 289.724 52.00580283533782 4.366922853514552 46.0 204.8 2.0 1.49
290.387 290.724 52.005790933035314 4.366914723068476 46.0 206.8 1.5 1.4699999
291.394 291.724 52.005779994651675 4.366909107193351 46.0 207.2 1.5 1.4499999
292.388 292.724 52.00576595496386 4.366899635642767 46.0 208.3 1.5 1.3399999
293.402 293.724 52.005756022408605 4.366892594844103 47.0 210.7 2.0 1.25
294.395 294.724 52.005747305229306 4.366883207112551 47.0 207.6 2.0 1.22
295.395 295.724 52.005735696293414 4.366873316466808 48.0 207.5 2.0 1.2099999
296.390 296.724 52.00572760775685 4.366865772753954 48.0 209.1 2.0 0.59
297.396 297.724 52.005725344643 4.366856385022402 48.0 209.4 1.5 0.099999994
298.378 298.724 52.005725260823965 4.366856217384338 48.0 0.0 1.5 0.0
299.396 299.724 52.005725260823965 4.366856049746275 48.0 0.0 1.5 0.0
300.390 300.724 52.005720399320126 4.36684699729085 49.0 200.6 1.5 0.96999997
301.402 301.724 52.00571105349809 4.366836687549949 49.0 203.5 1.5 1.37
302.388 302.724 52.00569927692413 4.366823025047779 50.0 208.1 2.0 1.36
303.384 303.724 52.00568716507405 4.3668128829449415 50.0 205.1 1.5 1.4499999
304.391 304.724 52.00567400548607 4.366805674508214 50.0 204.4 1.5 1.4699999
305.388 305.724 52.00566118117422 4.366794778034091 50.0 207.7 1.5 1.41
306.386 306.724 52.00564831495285 4.3667819537222385 51.0 205.4 1.5 1.4699999
307.386 307.724 52.005631257779896 4.366774326190352 51.0 204.5 2.0 1.49
308.388 308.724 52.00562040321529 4.366768542677164 51.0 204.3 1.5 1.56
309.387 309.724 52.00560732744634 4.366758903488517 51.0 208.5 1.5 1.53
310.406 310.724 52.005595550872386 4.366746749728918 51.0 208.9 1.5 1.39
311.405 311.724 52.00558566022664 4.36674146912992 51.0 207.2 1.5 1.52
312.378 312.724 52.005572374910116 4.366733254864812 51.0 209.0 1.5 1.43
313.383 313.724 52.00555976014584 4.366722609847784 52.0 207.4 1.5 1.4699999
314.396 314.724 52.00554714538157 4.3667148146778345 51.0 207.7 1.5 1.49
315.480 315.724 52.00553633272648 4.366705426946282 52.0 205.5 2.0 1.5699999
316.405 316.724 52.00552246067673 4.366701822727919 52.0 202.0 2.0 1.5
317.355 317.724 52.00550896581262 4.366692770272493 52.0 206.2 2.0 1.4399999
318.377 318.724 52.00549815315753 4.366679359227419 52.0 211.6 1.5 1.56
319.401 319.724 52.00548545457423 4.36666670255363 52.0 212.7 2.0 1.4599999
320.376 320.724 52.00547460000962 4.36665253713727 52.0 210.3 2.0 1.4499999
321.403 321.724 52.00546064414084 4.366639964282513 53.0 207.3 2.0 1.4699999
322.383 322.724 52.005448029376566 4.366626050323248 53.0 209.3 1.5 1.54
323.390 323.724 52.005434785969555 4.366613309830427 53.0 212.0 1.5 1.51
324.382 324.724 52.00542418286204 4.366607945412397 54.0 207.0 1.5 1.5999999
325.379 325.724 52.00541307684034 4.366601910442114 53.0 206.4 2.0 1.53
326.390 326.724 52.00540033634752 4.366592522710562 53.0 209.1 1.5 1.41
327.399 327.724 52.00538868550211 4.366583302617073 54.0 206.5 1.5 1.4599999
328.384 328.724 52.00537372380495 4.36657584272325 54.0 202.9 2.0 1.35
329.383 329.724 52.005363162606955 4.366568047553301 53.0 207.3 1.5 1.4599999
330.383 330.724 52.005352140404284 4.366554468870163 53.0 206.7 1.5 1.49
331.403 331.724 52.00533717870712 4.366544745862484 54.0 205.0 2.0 1.4699999
332.388 332.724 52.0053254859522 4.366535525768995 54.0 209.2 2.0 1.4499999
333.384 333.724 52.00531203299761 4.366519516333938 54.0 211.1 2.0 1.54
334.395 334.724 52.00529929250479 4.366508033126593 54.0 207.6 1.5 1.55
335.401 335.724 52.00528512708843 4.366495627909899 55.0 206.6 1.5 1.5
336.388 336.724 52.00526983011514 4.3664834741503 55.0 208.4 1.5 1.43
337.388 337.724 52.00525880791247 4.366475846618414 55.0 209.4 1.5 1.4399999
338.385 338.724 52.00524895917624 4.366469560191035 55.0 210.4 1.5 1.49
339.386 339.724 52.00523554813117 4.366457322612405 55.0 208.9 1.5 1.48
340.384 340.724 52.0052234781906 4.366446593776345 55.0 211.8 1.5 1.43
341.362 341.724 52.00521279126406 4.366432428359985 55.0 208.1 1.5 1.5799999
