magnetometer.txt

All values are in micro-Tesla (uT). Factory calibration and temperature compensation are applied to this measurement
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z estimated-bias-x estimated-bias-y estimated-bias-z
0.039 0.038 -2.0 -230.5 -86.0 -12.6 -206.7 -49.7
0.049 0.048 -2.0 -230.5 -86.0 -12.6 -206.7 -49.7
0.059 0.058 4.8999996 -210.59999 -85.100006 -12.6 -206.7 -49.7
0.069 0.068 4.8999996 -210.59999 -85.100006 -12.6 -206.7 -49.7
0.079 0.078 5.3999996 -210.59999 -85.4 -12.6 -206.7 -49.7
0.089 0.088 5.3999996 -210.59999 -85.4 -12.6 -206.7 -49.7
0.099 0.098 5.5 -210.5 -85.2 -12.6 -206.7 -49.7
0.109 0.108 5.5 -210.5 -85.2 -12.6 -206.7 -49.7
0.119 0.118 5.6000004 -210.7 -84.9 -12.6 -206.7 -49.7
0.129 0.128 5.6000004 -210.7 -84.9 -12.6 -206.7 -49.7
0.139 0.138 5.699999 -210.59999 -84.9 -12.6 -206.7 -49.7
0.149 0.148 5.699999 -210.59999 -84.9 -12.6 -206.7 -49.7
0.159 0.158 5.799999 -210.59999 -84.9 -12.6 -206.7 -49.7
0.169 0.168 5.799999 -210.59999 -84.9 -12.6 -206.7 -49.7
0.179 0.178 5.699999 -210.7 -84.7 -12.6 -206.7 -49.7
0.189 0.188 5.699999 -210.7 -84.7 -12.6 -206.7 -49.7
0.199 0.198 5.699999 -210.59999 -84.600006 -12.6 -206.7 -49.7
0.209 0.208 5.699999 -210.59999 -84.600006 -12.6 -206.7 -49.7
0.219 0.218 5.699999 -210.7 -84.5 -12.6 -206.7 -49.7
0.229 0.228 5.699999 -210.7 -84.5 -12.6 -206.7 -49.7
0.239 0.238 5.6000004 -210.7 -84.5 -12.6 -206.7 -49.7
0.249 0.248 5.6000004 -210.7 -84.5 -12.6 -206.7 -49.7
0.259 0.258 5.6000004 -210.7 -84.5 -12.6 -206.7 -49.7
0.269 0.268 5.6000004 -210.7 -84.5 -12.6 -206.7 -49.7
0.279 0.278 5.5 -210.59999 -84.600006 -12.6 -206.7 -49.7
0.289 0.288 5.5 -210.59999 -84.600006 -12.6 -206.7 -49.7
0.299 0.298 5.3999996 -210.5 -84.600006 -12.6 -206.7 -49.7
0.309 0.308 5.3999996 -210.5 -84.600006 -12.6 -206.7 -49.7
0.319 0.318 5.299999 -210.4 -84.600006 -12.6 -206.7 -49.7
0.329 0.328 5.299999 -210.4 -84.600006 -12.6 -206.7 -49.7
0.339 0.338 5.1000004 -210.4 -84.7 -12.6 -206.7 -49.7
0.349 0.348 5.1000004 -210.4 -84.7 -12.6 -206.7 -49.7
0.359 0.358 4.8999996 -210.3 -84.8 -12.6 -206.7 -49.7
0.369 0.368 4.8999996 -210.3 -84.8 -12.6 -206.7 -49.7
0.379 0.378 4.799999 -210.3 -84.9 -12.6 -206.7 -49.7
0.389 0.388 4.799999 -210.3 -84.9 -12.6 -206.7 -49.7
0.399 0.398 4.6000004 -210.2 -85.0 -12.6 -206.7 -49.7
0.409 0.408 4.6000004 -210.2 -85.0 -12.6 -206.7 -49.7
0.419 0.418 4.5 -210.0 -85.0 -12.6 -206.7 -49.7
0.429 0.428 4.5 -210.0 -85.0 -12.6 -206.7 -49.7
0.439 0.438 4.299999 -209.9 -85.100006 -12.6 -206.7 -49.7
0.449 0.448 4.299999 -209.9 -85.100006 -12.6 -206.7 -49.7
0.459 0.458 4.1000004 -209.8 -85.2 -12.6 -206.7 -49.7
0.469 0.468 4.1000004 -209.8 -85.2 -12.6 -206.7 -49.7
0.479 0.478 3.8999996 -209.8 -85.3 -12.6 -206.7 -49.7
0.489 0.488 3.8999996 -209.8 -85.3 -12.6 -206.7 -49.7
0.499 0.498 3.6999989 -209.7 -85.5 -12.6 -206.7 -49.7
0.509 0.508 3.6999989 -209.7 -85.5 -12.6 -206.7 -49.7
0.519 0.518 3.6000004 -209.59999 -85.5 -12.6 -206.7 -49.7
0.529 0.528 3.6000004 -209.59999 -85.5 -12.6 -206.7 -49.7
0.539 0.538 3.5 -209.59999 -85.5 -12.6 -206.7 -49.7
0.549 0.548 3.5 -209.59999 -85.5 -12.6 -206.7 -49.7
0.559 0.558 3.3999996 -209.5 -85.5 -12.6 -206.7 -49.7
0.569 0.568 3.3999996 -209.5 -85.5 -12.6 -206.7 -49.7
0.579 0.578 3.2999992 -209.4 -85.600006 -12.6 -206.7 -49.7
0.589 0.588 3.2999992 -209.4 -85.600006 -12.6 -206.7 -49.7
0.599 0.598 3.1999998 -209.4 -85.600006 -12.6 -206.7 -49.7
0.609 0.608 3.1999998 -209.4 -85.600006 -12.6 -206.7 -49.7
0.619 0.618 3.1999998 -209.4 -85.600006 -12.6 -206.7 -49.7
0.629 0.628 3.1999998 -209.4 -85.600006 -12.6 -206.7 -49.7
0.639 0.638 3.1999998 -209.4 -85.600006 -12.6 -206.7 -49.7
0.649 0.648 3.1999998 -209.4 -85.600006 -12.6 -206.7 -49.7
0.660 0.658 3.0999994 -209.3 -85.7 -12.6 -206.7 -49.7
0.669 0.668 3.0999994 -209.3 -85.7 -12.6 -206.7 -49.7
0.679 0.678 3.0999994 -209.3 -85.7 -12.6 -206.7 -49.7
0.689 0.688 3.0999994 -209.3 -85.7 -12.6 -206.7 -49.7
0.700 0.698 3.0999994 -209.4 -85.600006 -12.6 -206.7 -49.7
0.710 0.708 3.0999994 -209.4 -85.600006 -12.6 -206.7 -49.7
0.720 0.718 3.1999998 -209.4 -85.600006 -12.6 -206.7 -49.7
0.729 0.728 3.1999998 -209.4 -85.600006 -12.6 -206.7 -49.7
0.739 0.738 3.7749996 -209.625 -85.229996 -12.6 -206.7 -49.7
0.749 0.748 3.7749996 -209.625 -85.229996 -12.6 -206.7 -49.7
0.759 0.758 5.466999 -210.267 -84.075 -12.6 -206.7 -49.7
0.769 0.768 5.466999 -210.267 -84.075 -12.6 -206.7 -49.7
0.779 0.778 7.507 -210.173 -82.719 -12.6 -206.7 -49.7
0.789 0.788 7.507 -210.173 -82.719 -12.6 -206.7 -49.7
0.799 0.798 9.848999 -209.953 -80.533005 -12.6 -206.7 -49.7
0.809 0.808 9.848999 -209.953 -80.533005 -12.6 -206.7 -49.7
0.819 0.818 13.507 -208.303 -76.421005 -12.6 -206.7 -49.7
0.829 0.828 13.507 -208.303 -76.421005 -12.6 -206.7 -49.7
0.839 0.838 16.997 -206.40399 -74.016 -12.6 -206.7 -49.7
0.849 0.848 16.997 -206.40399 -74.016 -12.6 -206.7 -49.7
0.859 0.858 18.064 -205.678 -70.012 -12.6 -206.7 -49.7
0.869 0.868 18.064 -205.678 -70.012 -12.6 -206.7 -49.7
0.879 0.878 18.895 -202.843 -69.997 -12.6 -206.7 -49.7
0.889 0.888 18.895 -202.843 -69.997 -12.6 -206.7 -49.7
0.899 0.898 19.286999 -200.523 -69.631 -12.6 -206.7 -49.7
0.909 0.908 19.286999 -200.523 -69.631 -12.6 -206.7 -49.7
0.920 0.918 17.775 -198.055 -70.87 -12.6 -206.7 -49.7
0.929 0.928 17.775 -198.055 -70.87 -12.6 -206.7 -49.7
