loggingTime(txt),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G)
2020-07-29 16:06:07.044 +0200,79000.35100725001,0.1475067138671875,-0.2800750732421875,-0.9373321533203125,79000.34724087501,-0.441745947505008,0.1443518645912233,0.2941806585787728,-0.02825194224715233,-0.0296291708946228,0.007892933674156666,0.01395800709724426,0.00143006443977356,0.02312088012695312,XArbitraryZVertical,0.1582558190514184,0.03757652774621899,-0.205839326876034,0.9649732350456381,0.1376712322235107,-0.2899557948112488,-0.9470862150192261
2020-07-29 16:06:07.057 +0200,79000.37104125001,0.13873291015625,-0.246673583984375,-0.9590301513671875,79000.36727525,-0.4419192664030986,0.1440618378234123,0.2922442888745823,-0.01362279895693064,-0.03040281869471073,-0.01905133202672005,0.007357388734817505,0.02214378118515015,0.0003235936164855957,XArbitraryZVertical,0.1572993663844928,0.03764218306718763,-0.2060440826678875,0.9650832815157599,0.1374768912792206,-0.2881020903587341,-0.9476799368858337
2020-07-29 16:06:07.072 +0200,79000.39107625,0.1374969482421875,-0.2582244873046875,-0.9502410888671875,79000.38730925,-0.4425467787293884,0.1438026138767528,0.290863396342417,0.002116615884006023,-0.02043647132813931,-0.03980332985520363,0.003116488456726074,0.03238925337791443,-0.009283483028411865,XArbitraryZVertical,0.1566212566326866,0.03762431816102679,-0.2064370929383442,0.9651102886889764,0.1372881084680557,-0.2867794632911682,-0.9481083750724792
2020-07-29 16:06:07.092 +0200,79000.41111025,0.1418304443359375,-0.2748870849609375,-0.92291259765625,79000.40734425001,-0.4436136432213353,0.1437312356938333,0.2906758672296254,0.01213422976434231,-0.02996819093823433,-0.0388760156929493,0.00563165545463562,0.01364403963088989,0.007028579711914062,XArbitraryZVertical,0.1565438635080586,0.03752763476092352,-0.2069669533583012,0.9650131249918311,0.1372281312942505,-0.2865998148918152,-0.9481713771820068
2020-07-29 16:06:07.112 +0200,79000.43114525001,0.1373138427734375,-0.3011322021484375,-0.9206695556640625,79000.42737825001,-0.4447635037056387,0.1443728093628362,0.2911973605430441,-0.0186132974922657,-0.01219744980335236,-0.04946558177471161,-0.01506702601909637,0.003251791000366211,0.02657347917556763,XArbitraryZVertical,0.1568823553981251,0.03768773881096946,-0.2074450328160652,0.9648492684773753,0.1378149092197418,-0.2870993912220001,-0.9479351043701172
2020-07-29 16:06:07.132 +0200,79000.45118025001,0.1265869140625,-0.2973785400390625,-0.9227294921875,79000.44741325,-0.4457918131067832,0.145112577494864,0.2900402090541362,-0.04936148971319199,0.01156726665794849,-0.05191192403435707,-0.01099130511283875,-0.02123668789863586,0.03024232387542725,XArbitraryZVertical,0.1564231136151757,0.03809605093567191,-0.2079419844611524,0.9648008048205818,0.1385640650987625,-0.2859907448291779,-0.9481610059738159
2020-07-29 16:06:07.152 +0200,79000.47121425001,0.1238555908203125,-0.297515869140625,-0.9222869873046875,79000.46744825,-0.4468077579515848,0.1458513320922705,0.2877839321659514,-0.04207880795001984,0.04108920693397522,-0.05745259299874306,-0.01519891619682312,-0.0149235725402832,0.02699375152587891,XArbitraryZVertical,0.1554362877321798,0.03863113968204694,-0.2084894463473785,0.9648209098668931,0.1393579095602036,-0.2838279902935028,-0.9486944079399109
2020-07-29 16:06:07.172 +0200,79000.49124925,0.125152587890625,-0.2986297607421875,-0.930816650390625,79000.48748225,-0.4478155085877649,0.1470714900277355,0.2857460937978852,-0.04951075837016106,0.04565120115876198,-0.04757580533623695,-0.01546433568000793,-0.02250653505325317,0.02457571029663086,XArbitraryZVertical,0.1546049513393619,0.03937510315026423,-0.2089851845217117,0.9648170850686272,0.1405998319387436,-0.2818733751773834,-0.9490938186645508
2020-07-29 16:06:07.192 +0200,79000.51128425001,0.12548828125,-0.29376220703125,-0.9485626220703125,79000.50751725001,-0.4485041795069715,0.1481857410735479,0.2856815588845559,-0.04472599178552628,0.04837401583790779,-0.03265494853258133,-0.01500307023525238,-0.0224754810333252,0.01223289966583252,XArbitraryZVertical,0.1547041052905694,0.03986675888623316,-0.2092345333755876,0.9647270080295789,0.1416599601507187,-0.2818114459514618,-0.9489545822143555
2020-07-29 16:06:07.212 +0200,79000.53131825001,0.1247100830078125,-0.2868194580078125,-0.9575042724609375,79000.52755225,-0.4490846596335086,0.1493834177071431,0.2862198801864243,-0.01814431324601173,0.05506175011396408,-0.03228427469730377,-0.01612015068531036,-0.008528649806976318,-0.00622248649597168,XArbitraryZVertical,0.1550994814134202,0.04033758175710676,-0.2093939516721269,0.9646093030346722,0.1427738070487976,-0.2823279201984406,-0.9486340880393982
2020-07-29 16:06:07.232 +0200,79000.55135325,0.1294708251953125,-0.2970733642578125,-0.959381103515625,79000.54758625,-0.4496466146319066,0.1504783298526328,0.287002936544096,-0.01118613965809345,0.0516614243388176,-0.03171911463141441,-0.01205022633075714,-0.01684442162513733,-0.006878912448883057,XArbitraryZVertical,0.1556013163645523,0.04073180183396021,-0.2095391947326888,0.9644804181681188,0.1437792032957077,-0.2830790281295776,-0.9482582807540894
