gyroscope-calibrated.txt

All values are in radians/second.
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z
4.311 4.310 4.7650933E-4 -0.0011300966 -0.0010568015
4.321 4.320 0.0023091063 -5.1923096E-4 0.0013866592
4.331 4.330 0.0016982406 9.163469E-5 0.0013866592
4.341 4.340 -0.0013560876 0.0013133623 1.6492885E-4
4.355 4.350 -7.45222E-4 9.163469E-5 -4.459368E-4
4.361 4.360 0.001087375 9.163469E-5 -4.459368E-4
4.371 4.370 -1.3435632E-4 -0.0011300966 0.0013866592
4.381 4.380 -1.3435632E-4 -0.0011300966 0.0013866592
4.391 4.390 -0.0019669533 7.0250034E-4 0.0013866592
4.401 4.400 0.0023091063 7.0250034E-4 -4.459368E-4
4.411 4.410 0.001087375 7.0250034E-4 1.6492885E-4
4.421 4.420 0.0023091063 -0.002351828 1.6492885E-4
4.431 4.430 0.001087375 -5.1923096E-4 -4.459368E-4
4.441 4.440 -0.0013560876 9.163469E-5 -4.459368E-4
4.451 4.450 0.001087375 9.163469E-5 7.7579357E-4
4.461 4.460 -1.3435632E-4 -0.0011300966 -4.459368E-4
4.471 4.470 4.7650933E-4 -5.1923096E-4 -4.459368E-4
4.481 4.480 4.7650933E-4 -5.1923096E-4 1.6492885E-4
4.491 4.490 4.7650933E-4 9.163469E-5 -0.0010568015
4.505 4.500 -1.3435632E-4 -0.004184425 -0.0016676672
4.511 4.510 0.001087375 9.163469E-5 1.6492885E-4
4.521 4.520 4.7650933E-4 -0.0029626936 -0.0010568015
4.531 4.530 0.001087375 -0.0011300966 -4.459368E-4
4.541 4.540 -0.0013560876 0.0013133623 1.6492885E-4
4.551 4.550 4.7650933E-4 9.163469E-5 1.6492885E-4
4.561 4.560 -1.3435632E-4 -0.0011300966 -4.459368E-4
4.571 4.570 0.001087375 0.0013133623 1.6492885E-4
4.581 4.580 -1.3435632E-4 7.0250034E-4 7.7579357E-4
4.591 4.590 -1.3435632E-4 9.163469E-5 -0.0022785328
4.601 4.600 4.7650933E-4 -5.1923096E-4 1.6492885E-4
4.611 4.610 0.0016982406 7.0250034E-4 -4.459368E-4
4.621 4.620 -1.3435632E-4 -5.1923096E-4 0.0013866592
4.631 4.630 4.7650933E-4 -0.0017409623 -0.0010568015
4.641 4.640 0.0023091063 -0.0017409623 0.0013866592
4.654 4.650 4.7650933E-4 0.0013133623 -0.0010568015
4.661 4.660 4.7650933E-4 9.163469E-5 -0.0016676672
4.671 4.670 0.0016982406 9.163469E-5 -0.0010568015
4.681 4.680 -1.3435632E-4 -5.1923096E-4 -0.0028893976
4.691 4.690 -0.0013560876 7.0250034E-4 -0.0010568015
4.701 4.700 -0.0013560876 -5.1923096E-4 -0.0016676672
4.711 4.710 0.001087375 -0.0017409623 -4.459368E-4
4.721 4.720 -1.3435632E-4 7.0250034E-4 -0.0016676672
4.731 4.730 -1.3435632E-4 7.0250034E-4 1.6492885E-4
4.741 4.740 -1.3435632E-4 0.0019242279 0.0013866592
4.751 4.750 -7.45222E-4 -5.1923096E-4 -0.0010568015
4.761 4.760 -1.3435632E-4 -5.1923096E-4 0.001997524
4.771 4.770 4.7650933E-4 -0.002351828 -0.0016676672
4.781 4.780 0.0023091063 -5.1923096E-4 1.6492885E-4
4.791 4.790 0.001087375 -5.1923096E-4 1.6492885E-4
4.804 4.800 0.001087375 9.163469E-5 -0.0010568015
4.811 4.810 -0.0019669533 7.0250034E-4 -0.0016676672
4.823 4.823 -0.0013560876 9.163469E-5 -0.0022785328
4.841 4.840 0.001087375 -5.1923096E-4 -4.459368E-4
4.854 4.850 0.0016982406 -0.0011300966 0.001997524
4.871 4.860 0.0023091063 -5.1923096E-4 1.6492885E-4
4.872 4.870 -1.3435632E-4 7.0250034E-4 7.7579357E-4
4.881 4.880 -1.3435632E-4 9.163469E-5 0.0013866592
4.891 4.890 4.7650933E-4 9.163469E-5 0.0013866592
4.901 4.900 0.002919972 7.0250034E-4 -4.459368E-4
4.911 4.910 -0.0019669533 9.163469E-5 -0.0010568015
4.921 4.920 0.001087375 -5.1923096E-4 -0.0010568015
4.931 4.930 4.7650933E-4 7.0250034E-4 1.6492885E-4
4.941 4.940 0.0023091063 9.163469E-5 0.0026083896
4.954 4.950 -7.45222E-4 -0.0029626936 -0.004111128
4.961 4.960 0.0023091063 7.0250034E-4 -4.459368E-4
4.972 4.970 0.001087375 0.0013133623 -4.459368E-4
4.981 4.980 4.7650933E-4 -0.0011300966 0.0013866592
4.991 4.990 0.002919972 9.163469E-5 -4.459368E-4
5.001 5.000 0.001087375 9.163469E-5 -0.0022785328
5.011 5.010 0.0041417032 -0.002351828 -4.459368E-4
5.021 5.020 4.7650933E-4 7.0250034E-4 7.7579357E-4
5.031 5.030 -1.3435632E-4 -0.0017409623 0.0013866592
5.041 5.040 0.0016982406 -0.0011300966 -0.0010568015
5.051 5.050 0.0023091063 -5.1923096E-4 1.6492885E-4
5.061 5.060 0.001087375 7.0250034E-4 7.7579357E-4
5.071 5.070 0.0016982406 -0.0011300966 1.6492885E-4
5.081 5.080 0.001087375 -0.0011300966 0.0013866592
5.091 5.090 0.0016982406 -0.0017409623 -0.0010568015
5.102 5.100 0.0016982406 -0.0017409623 1.6492885E-4
5.111 5.110 4.7650933E-4 9.163469E-5 0.0013866592
5.122 5.120 0.001087375 -5.1923096E-4 -4.459368E-4
5.131 5.130 0.001087375 -0.0011300966 0.001997524
5.141 5.140 0.0016982406 9.163469E-5 7.7579357E-4
5.151 5.150 0.001087375 -0.0011300966 7.7579357E-4
5.161 5.160 4.7650933E-4 0.0013133623 -4.459368E-4
5.171 5.170 0.001087375 -0.0017409623 -0.0010568015
5.181 5.180 0.0016982406 -5.1923096E-4 -4.459368E-4
5.191 5.190 -1.3435632E-4 9.163469E-5 -0.0016676672
5.200 5.200 4.7650933E-4 9.163469E-5 7.7579357E-4
5.210 5.210 0.0023091063 0.0013133623 -4.459368E-4
5.222 5.220 -7.45222E-4 -0.0011300966 1.6492885E-4
5.230 5.230 0.001087375 9.163469E-5 -0.0010568015
5.241 5.240 4.7650933E-4 7.0250034E-4 -0.0010568015
5.251 5.250 -1.3435632E-4 -0.0029626936 7.7579357E-4
5.261 5.260 0.0023091063 7.0250034E-4 1.6492885E-4
5.271 5.270 -1.3435632E-4 -0.0011300966 -0.0010568015
5.281 5.280 -1.3435632E-4 -0.0011300966 0.0013866592
5.291 5.290 0.0016982406 -0.0011300966 7.7579357E-4
5.301 5.300 0.0016982406 0.0013133623 -4.459368E-4
5.311 5.310 5.4980814E-4 2.4437904E-5 7.8190677E-4
5.321 5.320 0.002382405 2.4437904E-5 1.7104205E-4
5.331 5.330 -6.105751E-5 -0.0011972934 0.0026145028
5.341 5.340 0.0017715394 -0.001808159 7.8190677E-4
5.351 5.350 0.0011606738 0.0012461655 -4.398236E-4
5.361 5.360 0.0036041364 -0.0011972934 -0.001661554
5.371 5.370 0.0017715394 -0.001808159 7.8190677E-4
5.381 5.380 0.0017715394 2.4437904E-5 -0.0022724196
5.391 5.390 -6.105751E-5 -5.8642775E-4 1.7104205E-4
5.401 5.400 0.0017715394 2.4437904E-5 -4.398236E-4
5.411 5.410 0.0036041364 -0.0024190247 1.7104205E-4
5.421 5.420 -6.7192316E-4 -5.8642775E-4 0.0013927724
5.431 5.430 0.0011606738 -0.001808159 -0.001661554
5.441 5.440 -6.105751E-5 2.4437904E-5 7.8190677E-4
5.450 5.450 0.0017715394 2.4437904E-5 -0.0010506883
5.460 5.460 5.4980814E-4 -5.8642775E-4 1.7104205E-4
5.470 5.470 0.002382405 6.3530356E-4 -0.0010506883
5.481 5.481 0.0011606738 2.4437904E-5 0.0020036371
5.490 5.490 -6.7192316E-4 2.4437904E-5 1.7104205E-4
5.500 5.500 -6.105751E-5 -0.001808159 -0.0022724196
5.510 5.510 5.4980814E-4 6.3530356E-4 -0.001661554
5.520 5.520 0.0011606738 -0.0011972934 7.8190677E-4
5.532 5.530 0.0017715394 -0.0024190247 -0.001661554
5.540 5.540 0.0011606738 -0.001808159 -4.398236E-4
5.550 5.550 0.0029932708 6.3530356E-4 1.7104205E-4
5.560 5.560 0.0017715394 -5.8642775E-4 0.0032253684
5.570 5.570 0.0011606738 -0.0042516217 7.8190677E-4
5.580 5.580 5.4980814E-4 6.3530356E-4 -4.398236E-4
5.590 5.590 0.002382405 -0.001808159 1.7104205E-4
5.600 5.600 -6.7192316E-4 -5.8642775E-4 -0.0022724196
5.610 5.610 0.002382405 -0.0011972934 -0.0010506883
5.621 5.620 -6.105751E-5 -5.8642775E-4 -4.398236E-4
5.631 5.630 0.002382405 -0.001808159 0.0013927724
5.641 5.640 0.0017715394 2.4437904E-5 -0.0010506883
5.651 5.650 0.0011606738 2.4437904E-5 -4.398236E-4
5.661 5.660 -0.0012827888 -0.0024190247 0.0013927724
5.671 5.670 5.4980814E-4 -0.0024190247 -0.0022724196
5.684 5.680 0.002382405 2.4437904E-5 1.7104205E-4
5.691 5.690 0.0017715394 -0.0011972934 -0.0010506883
5.701 5.700 -6.105751E-5 -0.0011972934 -0.0010506883
5.711 5.710 -6.7192316E-4 2.4437904E-5 1.7104205E-4
5.721 5.720 -6.105751E-5 0.0012461655 7.8190677E-4
5.731 5.730 5.4980814E-4 -0.001808159 -0.0028832844
5.741 5.740 0.0011606738 -0.0011972934 -4.398236E-4
5.751 5.750 0.0011606738 6.3530356E-4 7.8190677E-4
5.761 5.760 0.0011606738 -5.8642775E-4 -4.398236E-4
5.771 5.770 -6.7192316E-4 -0.001808159 7.8190677E-4
5.781 5.780 -6.7192316E-4 2.4437904E-5 -4.398236E-4
5.791 5.790 -6.105751E-5 0.0012461655 -4.398236E-4
5.801 5.800 -6.7192316E-4 2.4437904E-5 7.8190677E-4
5.811 5.810 0.0029932708 -0.0011972934 -4.398236E-4
5.821 5.820 -6.7192316E-4 6.3530356E-4 0.0013927724
5.834 5.830 0.0029932708 6.3530356E-4 -4.398236E-4
5.842 5.840 -6.7192316E-4 -0.0011972934 7.8190677E-4
5.851 5.850 -6.105751E-5 2.4437904E-5 -4.398236E-4
5.861 5.860 5.4980814E-4 -0.0011972934 1.7104205E-4
5.871 5.870 0.0017715394 -5.8642775E-4 1.7104205E-4
5.880 5.880 5.4980814E-4 -5.8642775E-4 1.7104205E-4
5.890 5.890 0.0036041364 2.4437904E-5 7.8190677E-4
5.900 5.900 5.4980814E-4 -0.0011972934 -0.001661554
5.910 5.910 5.4980814E-4 -0.0011972934 -0.001661554
5.920 5.920 5.4980814E-4 -5.8642775E-4 -0.001661554
5.930 5.930 0.0011606738 -0.0011972934 -0.0010506883
5.940 5.940 -6.105751E-5 -0.0011972934 1.7104205E-4
5.950 5.950 0.002382405 -5.8642775E-4 7.8190677E-4
5.961 5.960 0.002382405 -5.8642775E-4 7.8190677E-4
5.971 5.970 0.0029932708 2.4437904E-5 1.7104205E-4
5.983 5.980 -6.7192316E-4 0.0012461655 1.7104205E-4
5.991 5.990 0.0011606738 -0.001808159 7.8190677E-4
6.001 6.000 -6.105751E-5 -0.001808159 -4.398236E-4
6.011 6.010 -6.7192316E-4 -0.0011972934 -0.001661554
6.021 6.020 0.002382405 -0.001808159 1.7104205E-4
6.031 6.030 -6.105751E-5 -0.0011972934 -0.0028832844
6.041 6.040 -6.7192316E-4 -5.8642775E-4 -4.398236E-4
6.051 6.050 0.0017715394 -0.0011972934 0.0013927724
6.061 6.060 0.002382405 -0.0024190247 -0.0010506883
6.071 6.070 5.4980814E-4 0.0012461655 -4.398236E-4
6.081 6.080 5.4980814E-4 0.0018570311 1.7104205E-4
6.091 6.090 0.0011606738 -0.0011972934 -0.001661554
6.102 6.100 0.0011606738 2.4437904E-5 -0.0010506883
6.111 6.110 0.0029932708 -5.8642775E-4 -4.398236E-4
6.121 6.120 -6.7192316E-4 -0.0011972934 7.8190677E-4
6.132 6.130 0.0011606738 2.4437904E-5 7.8190677E-4
6.141 6.140 0.002382405 -0.0011972934 1.7104205E-4
6.151 6.150 -6.105751E-5 -5.8642775E-4 -0.0010506883
6.161 6.160 0.0011606738 6.3530356E-4 7.8190677E-4
6.171 6.170 -6.105751E-5 0.0018570311 0.0013927724
6.181 6.180 0.0029932708 -5.8642775E-4 -0.001661554
6.191 6.190 -6.7192316E-4 -0.0011972934 -0.0010506883
6.201 6.200 -6.105751E-5 -0.001808159 -0.0010506883
6.211 6.210 0.002382405 0.0012461655 7.8190677E-4
6.228 6.221 0.0011606738 -0.0024190247 -0.001661554
6.233 6.230 -6.105751E-5 -5.8642775E-4 0.0013927724
6.241 6.240 0.0029932708 -0.0011972934 -0.001661554
6.251 6.250 -6.105751E-5 6.3530356E-4 7.8190677E-4
6.261 6.260 0.0011606738 2.4437904E-5 -0.0022724196
6.271 6.270 0.0011606738 -5.8642775E-4 0.0013927724
6.281 6.280 -6.105751E-5 2.4437904E-5 -4.398236E-4
6.291 6.290 -6.105751E-5 -0.0011972934 0.0013927724
6.301 6.300 0.0017715394 6.3530356E-4 0.0013927724
6.311 6.310 5.4980814E-4 -0.001808159 -4.398236E-4
6.321 6.320 0.002382405 6.3530356E-4 7.8190677E-4
6.331 6.330 -6.7192316E-4 0.0012461655 -0.001661554
6.341 6.340 5.4980814E-4 -5.8642775E-4 7.8190677E-4
6.351 6.350 0.0011606738 -5.8642775E-4 -0.0010506883
6.361 6.360 0.0021563843 -0.0033964105 -9.2851557E-4
6.371 6.370 3.2378733E-4 -9.529479E-4 0.00212581
6.381 6.380 0.0033781156 -0.0021746792 -3.1765085E-4
6.391 6.390 -2.8707832E-4 -3.4208223E-4 -0.0021502469
6.401 6.400 3.2378733E-4 -9.529479E-4 9.040795E-4
6.411 6.410 0.0021563843 -9.529479E-4 9.040795E-4
6.421 6.420 0.0021563843 -3.4208223E-4 0.0015149452
6.432 6.430 0.0015455186 2.6878342E-4 -9.2851557E-4
6.441 6.440 9.34653E-4 0.0021013767 9.040795E-4
6.451 6.450 0.0021563843 -3.4208223E-4 0.0015149452
6.461 6.460 0.0015455186 -0.0015638135 9.040795E-4
6.471 6.470 -2.8707832E-4 -3.4208223E-4 -3.1765085E-4
6.481 6.480 -2.8707832E-4 -0.0027855448 9.040795E-4
6.491 6.490 3.2378733E-4 8.796491E-4 -3.1765085E-4
6.501 6.500 3.2378733E-4 -9.529479E-4 2.932148E-4
6.511 6.510 -2.8707832E-4 -0.0015638135 -0.0015393812
6.521 6.520 -8.97944E-4 -9.529479E-4 -9.2851557E-4
6.531 6.530 3.2378733E-4 8.796491E-4 2.932148E-4
6.541 6.540 9.34653E-4 0.001490511 -3.1765085E-4
6.551 6.550 0.00276725 -3.4208223E-4 9.040795E-4
6.561 6.560 0.0033781156 2.6878342E-4 2.932148E-4
6.571 6.570 9.34653E-4 -9.529479E-4 -3.1765085E-4
6.581 6.580 9.34653E-4 8.796491E-4 -0.0015393812
6.591 6.590 -2.8707832E-4 -9.529479E-4 -9.2851557E-4
6.601 6.600 0.00276725 8.796491E-4 9.040795E-4
6.611 6.610 0.0021563843 -3.4208223E-4 -9.2851557E-4
6.621 6.620 -8.97944E-4 -3.4208223E-4 -9.2851557E-4
6.631 6.630 0.0021563843 -9.529479E-4 2.932148E-4
6.641 6.640 0.0021563843 -0.0015638135 -0.0015393812
6.651 6.650 -0.0021196753 8.796491E-4 2.932148E-4
6.661 6.660 -8.97944E-4 2.6878342E-4 0.00212581
6.671 6.670 0.0021563843 2.6878342E-4 0.0015149452
6.681 6.680 3.2378733E-4 -3.4208223E-4 -3.1765085E-4
6.691 6.690 0.0015455186 -0.0015638135 0.0015149452
6.701 6.700 3.2378733E-4 -9.529479E-4 -3.1765085E-4
6.715 6.710 0.0021563843 -9.529479E-4 2.932148E-4
6.721 6.720 0.0021563843 -9.529479E-4 9.040795E-4
6.731 6.730 9.34653E-4 8.796491E-4 -0.0015393812
6.741 6.740 -2.8707832E-4 2.6878342E-4 2.932148E-4
6.751 6.750 -2.8707832E-4 -0.0015638135 -9.2851557E-4
6.761 6.760 0.00276725 8.796491E-4 0.00212581
6.771 6.770 3.2378733E-4 -3.4208223E-4 -3.1765085E-4
6.781 6.780 3.2378733E-4 -9.529479E-4 2.932148E-4
6.791 6.790 3.2378733E-4 -3.4208223E-4 -3.1765085E-4
6.801 6.800 -8.97944E-4 -3.4208223E-4 -3.1765085E-4
6.811 6.810 0.0015455186 -3.4208223E-4 2.932148E-4
6.821 6.820 9.34653E-4 0.001490511 -3.1765085E-4
6.831 6.830 0.0021563843 -0.0027855448 -3.1765085E-4
6.841 6.840 3.2378733E-4 -0.0015638135 2.932148E-4
6.851 6.850 9.34653E-4 8.796491E-4 2.932148E-4
6.867 6.860 9.34653E-4 8.796491E-4 0.0015149452
6.871 6.870 3.2378733E-4 -0.0015638135 9.040795E-4
6.881 6.880 0.0021563843 2.6878342E-4 -3.1765085E-4
6.891 6.890 -2.8707832E-4 -9.529479E-4 -3.1765085E-4
6.901 6.900 9.34653E-4 0.0021013767 -3.1765085E-4
6.911 6.910 3.2378733E-4 2.6878342E-4 -0.0015393812
6.921 6.920 3.2378733E-4 0.001490511 -9.2851557E-4
6.933 6.931 9.34653E-4 -9.529479E-4 -9.2851557E-4
6.942 6.940 -2.8707832E-4 2.6878342E-4 2.932148E-4
6.951 6.950 9.34653E-4 2.6878342E-4 2.932148E-4
6.961 6.960 0.0015455186 2.6878342E-4 2.932148E-4
6.971 6.970 -2.8707832E-4 -0.0015638135 -0.0015393812
6.981 6.980 3.2378733E-4 -9.529479E-4 9.040795E-4
6.991 6.990 0.0021563843 -0.0015638135 2.932148E-4
7.001 7.000 0.0015455186 -9.529479E-4 2.932148E-4
7.012 7.010 -2.8707832E-4 -9.529479E-4 -3.1765085E-4
7.021 7.020 3.2378733E-4 -3.4208223E-4 -3.1765085E-4
7.030 7.030 -0.0015088096 0.0021013767 0.0015149452
7.040 7.040 0.0015455186 -0.0015638135 -3.1765085E-4
7.050 7.050 -8.97944E-4 -0.0015638135 -0.0021502469
7.060 7.060 -8.97944E-4 -9.529479E-4 -0.0015393812
7.071 7.070 9.34653E-4 2.6878342E-4 9.040795E-4
7.081 7.080 3.2378733E-4 0.0021013767 -9.2851557E-4
7.091 7.090 3.2378733E-4 0.001490511 -9.2851557E-4
7.101 7.100 9.34653E-4 -0.0015638135 2.932148E-4
7.111 7.110 0.0015455186 2.6878342E-4 -9.2851557E-4
7.121 7.120 3.2378733E-4 2.6878342E-4 -3.1765085E-4
7.131 7.130 -0.0015088096 -3.4208223E-4 -3.1765085E-4
7.141 7.140 0.0015455186 8.796491E-4 -3.1765085E-4
7.151 7.150 3.2378733E-4 8.796491E-4 9.040795E-4
7.162 7.160 0.0015455186 2.6878342E-4 -0.0015393812
7.171 7.170 0.0015455186 -9.529479E-4 -0.0015393812
7.181 7.180 0.0033781156 0.001490511 9.040795E-4
7.191 7.190 0.0021563843 -3.4208223E-4 -3.1765085E-4
7.201 7.200 3.2378733E-4 -9.529479E-4 2.932148E-4
7.211 7.210 -2.8707832E-4 -0.0021746792 9.040795E-4
7.221 7.220 0.0015455186 0.001490511 2.932148E-4
7.231 7.230 3.2378733E-4 -3.4208223E-4 2.932148E-4
7.241 7.240 9.34653E-4 8.796491E-4 -9.2851557E-4
7.251 7.250 9.34653E-4 0.001490511 9.040795E-4
7.261 7.260 3.2378733E-4 -9.529479E-4 -3.1765085E-4
7.271 7.270 9.34653E-4 -9.529479E-4 2.932148E-4
7.281 7.280 3.2378733E-4 -3.4208223E-4 9.040795E-4
7.291 7.290 -8.97944E-4 -0.0015638135 9.040795E-4
7.301 7.300 -2.8707832E-4 0.0021013767 -9.2851557E-4
7.313 7.310 9.34653E-4 -3.4208223E-4 -0.0015393812
7.321 7.320 3.2378733E-4 -0.0015638135 -9.2851557E-4
7.331 7.330 9.34653E-4 0.001490511 0.0015149452
7.341 7.340 0.0033781156 -0.0015638135 -9.2851557E-4
7.351 7.350 9.34653E-4 8.796491E-4 -9.2851557E-4
7.361 7.360 -0.0015088096 -3.4208223E-4 2.932148E-4
7.371 7.370 9.34653E-4 8.796491E-4 2.932148E-4
7.381 7.380 -2.8707832E-4 -3.4208223E-4 -3.1765085E-4
7.391 7.390 -0.0015088096 0.001490511 2.932148E-4
7.401 7.400 -2.8707832E-4 8.796491E-4 -3.1765085E-4
7.411 7.410 -0.0014538243 -5.8642775E-4 8.1855897E-4
7.421 7.420 0.0028222352 -0.0030298904 -0.0010140361
7.431 7.430 9.896383E-4 -5.8642775E-4 8.1855897E-4
7.441 7.440 -0.0014538243 -0.0011972934 -0.0022357674
7.451 7.450 0.0016005039 -5.8642775E-4 -4.031714E-4
7.462 7.460 9.896383E-4 2.4437904E-5 -0.0022357674
7.471 7.470 0.0016005039 -0.001808159 -0.0016249018
7.481 7.480 3.7877262E-4 -5.8642775E-4 -0.0016249018
7.491 7.490 3.7877262E-4 0.0012461655 -4.031714E-4
7.501 7.500 9.896383E-4 2.4437904E-5 -4.031714E-4
7.511 7.510 0.0022113696 -0.0011972934 8.1855897E-4
7.521 7.520 0.0016005039 -0.0011972934 2.0769425E-4
7.531 7.530 3.7877262E-4 -5.8642775E-4 8.1855897E-4
7.541 7.540 0.0016005039 6.3530356E-4 2.0769425E-4
7.551 7.550 -2.3209304E-4 6.3530356E-4 -4.031714E-4
7.561 7.560 -0.0014538243 -0.003640756 -4.031714E-4
7.571 7.570 9.896383E-4 6.3530356E-4 -0.0022357674
7.581 7.580 -0.0014538243 6.3530356E-4 2.0769425E-4
7.595 7.590 -2.3209304E-4 6.3530356E-4 -0.0022357674
7.601 7.600 3.7877262E-4 2.4437904E-5 -0.0010140361
7.611 7.610 9.896383E-4 -0.0011972934 -4.031714E-4
7.621 7.620 9.896383E-4 -0.001808159 2.0769425E-4
7.631 7.630 3.7877262E-4 -5.8642775E-4 -4.031714E-4
7.641 7.640 0.0022113696 -5.8642775E-4 2.0769425E-4
7.651 7.650 0.0022113696 2.4437904E-5 -0.0010140361
7.661 7.660 9.896383E-4 6.3530356E-4 -0.0010140361
7.671 7.670 -8.429587E-4 0.0018570311 -4.031714E-4
7.681 7.680 9.896383E-4 -5.8642775E-4 8.1855897E-4
7.691 7.690 3.7877262E-4 -0.001808159 0.0020402893
7.701 7.700 3.7877262E-4 -0.0011972934 8.1855897E-4
7.711 7.710 -8.429587E-4 2.4437904E-5 -0.0016249018
7.721 7.720 9.896383E-4 -5.8642775E-4 2.0769425E-4
7.731 7.730 3.7877262E-4 2.4437904E-5 -4.031714E-4
7.741 7.740 9.896383E-4 -0.0030298904 -0.0010140361
7.751 7.750 3.7877262E-4 0.0018570311 -0.0022357674
7.761 7.760 0.0016005039 -0.0011972934 -4.031714E-4
7.771 7.770 0.0016005039 6.3530356E-4 -4.031714E-4
7.781 7.780 9.896383E-4 6.3530356E-4 2.0769425E-4
7.791 7.790 0.0016005039 -5.8642775E-4 -0.0010140361
7.801 7.800 3.7877262E-4 -5.8642775E-4 2.0769425E-4
7.811 7.810 9.896383E-4 -0.0011972934 -0.0010140361
7.821 7.820 9.896383E-4 -5.8642775E-4 2.0769425E-4
7.831 7.830 0.0022113696 6.3530356E-4 -4.031714E-4
7.841 7.840 9.896383E-4 -5.8642775E-4 -0.0022357674
7.851 7.850 -2.3209304E-4 -0.0011972934 0.0020402893
7.861 7.860 0.0016005039 6.3530356E-4 0.0014294246
7.871 7.870 3.7877262E-4 6.3530356E-4 -0.0010140361
7.881 7.880 0.0022113696 -0.0011972934 -4.031714E-4
7.891 7.890 -2.3209304E-4 -0.0011972934 -4.031714E-4
7.901 7.900 3.7877262E-4 6.3530356E-4 -0.0016249018
7.911 7.910 3.7877262E-4 2.4437904E-5 -0.0016249018
7.921 7.920 -2.3209304E-4 -0.001808159 8.1855897E-4
7.936 7.933 0.0028222352 6.3530356E-4 2.0769425E-4
7.942 7.941 3.7877262E-4 -0.001808159 -4.031714E-4
7.951 7.950 -8.429587E-4 0.003689628 8.1855897E-4
7.961 7.960 -2.3209304E-4 -0.0011972934 0.0020402893
7.971 7.970 0.0022113696 -0.0011972934 -0.0010140361
7.981 7.980 -0.00206469 -5.8642775E-4 8.1855897E-4
7.991 7.990 3.7877262E-4 -5.8642775E-4 -0.0010140361
8.001 8.000 0.0022113696 0.0012461655 2.0769425E-4
8.011 8.010 9.896383E-4 -0.001808159 -4.031714E-4
8.021 8.020 -2.3209304E-4 -0.001808159 2.0769425E-4
8.031 8.030 0.0016005039 -0.0011972934 -0.0010140361
8.041 8.040 0.0028222352 0.0018570311 -0.0010140361
8.051 8.050 -8.429587E-4 -0.0011972934 2.0769425E-4
8.061 8.060 3.7877262E-4 -5.8642775E-4 2.0769425E-4
8.071 8.070 -8.429587E-4 -5.8642775E-4 8.1855897E-4
8.081 8.080 9.896383E-4 6.3530356E-4 2.0769425E-4
8.091 8.090 0.0022113696 -5.8642775E-4 -0.0022357674
8.101 8.100 3.7877262E-4 -5.8642775E-4 2.0769425E-4
8.111 8.110 3.7877262E-4 -0.0024190247 2.0769425E-4
8.121 8.120 -8.429587E-4 6.3530356E-4 8.1855897E-4
8.131 8.130 0.0016005039 -0.0024190247 2.0769425E-4
8.141 8.140 0.0022113696 6.3530356E-4 -4.031714E-4
8.151 8.150 3.7877262E-4 -5.8642775E-4 8.1855897E-4
8.161 8.160 0.0022113696 2.4437904E-5 -0.0010140361
8.171 8.170 3.7877262E-4 0.0018570311 -0.0028466322
8.181 8.180 -8.429587E-4 -5.8642775E-4 -4.031714E-4
8.193 8.190 -8.429587E-4 0.0012461655 -0.0010140361
8.201 8.200 9.896383E-4 2.4437904E-5 -4.031714E-4
8.211 8.210 0.0016005039 -0.001808159 -0.0016249018
8.221 8.220 -8.429587E-4 -5.8642775E-4 -0.0016249018
8.231 8.230 3.7877262E-4 2.4437904E-5 8.1855897E-4
8.241 8.240 -2.3209304E-4 -0.0030298904 -4.031714E-4
8.251 8.250 -0.0014538243 2.4437904E-5 0.0014294246
8.261 8.260 -0.00206469 -0.0011972934 -0.0016249018
8.271 8.270 0.0022113696 -5.8642775E-4 -4.031714E-4
8.281 8.280 9.896383E-4 2.4437904E-5 -4.031714E-4
8.293 8.290 0.0022113696 -0.001808159 -0.0010140361
8.301 8.300 0.0022113696 0.0018570311 2.0769425E-4
8.311 8.310 3.7877262E-4 -0.0011972934 -4.031714E-4
8.321 8.320 3.7877262E-4 -0.001808159 8.1855897E-4
8.331 8.330 0.0016005039 0.0012461655 2.0769425E-4
8.341 8.340 0.0016005039 2.4437904E-5 -4.031714E-4
8.351 8.350 -0.0026755556 6.3530356E-4 8.1855897E-4
8.361 8.360 -2.3209304E-4 -0.001808159 -4.031714E-4
8.371 8.370 9.896383E-4 -0.0011972934 8.1855897E-4
8.381 8.380 -2.3209304E-4 0.0018570311 -0.0016249018
8.391 8.390 9.896383E-4 -0.0011972934 -4.031714E-4
8.401 8.400 -2.3209304E-4 6.3530356E-4 -0.0010140361
8.411 8.410 0.0034331009 2.4437904E-5 0.002651155
8.421 8.420 9.896383E-4 -5.8642775E-4 2.0769425E-4
8.431 8.430 -2.3209304E-4 -0.0011972934 0.0014294246
8.441 8.440 9.896383E-4 0.0012461655 8.1855897E-4
8.451 8.450 3.7877262E-4 -5.8642775E-4 -4.031714E-4
8.461 8.460 0.0016982183 -6.2919036E-4 0.001569923
8.471 8.471 -1.3437867E-4 -1.8324703E-5 3.4819264E-4
8.481 8.480 4.7648698E-4 -6.2919036E-4 -0.0014844034
8.491 8.490 0.0010873526 -0.001240056 -2.62673E-4
8.501 8.500 0.0016982183 5.9254095E-4 3.4819264E-4
8.513 8.510 -1.3437867E-4 -6.2919036E-4 -8.7353773E-4
8.521 8.520 4.7648698E-4 5.9254095E-4 3.4819264E-4
