@ HyperIMU -ianovir - 2018
@ Date:Mon May 04 16:32:42 GMT+02:00 2020, Sampling Rate:10ms

timestamp,K6DS3TR_Accelerometer.x,K6DS3TR_Accelerometer.y,K6DS3TR_Accelerometer.z,YAS537_Uncalibrated_Magnetometer.x,YAS537_Uncalibrated_Magnetometer.y,YAS537_Uncalibrated_Magnetometer.z,K6DS3TR_Uncalibrated_Gyroscope.x,K6DS3TR_Uncalibrated_Gyroscope.y,K6DS3TR_Uncalibrated_Gyroscope.z,Screen_Orientation_Sensor.x,Screen_Orientation_Sensor.y,Screen_Orientation_Sensor.z,Samsung_Orientation_Sensor.x,Samsung_Orientation_Sensor.y,Samsung_Orientation_Sensor.z
1588602763256,-0.0011971008,-0.009576807,9.809045,-31.400002,-253.6,-142.9,-0.076358154,0.03604105,0.015271631,-1.0,0.0,0.0,0.017676676,0.098918356,0.005725671
1588602763264,-0.011971008,0.0047884034,9.81503,-31.400002,-253.6,-142.9,-0.07452556,0.03726278,0.015882496,-1.0,0.0,0.0,0.017629607,-0.027109638,-0.06937908
1588602763281,-0.010773907,0.009576807,9.813833,-31.400002,-253.6,-142.9,-0.07574729,0.037873644,0.015271631,-1.0,0.0,0.0,0.017629607,-0.027109638,-0.06937908
1588602763292,-0.011971008,-0.007182605,9.807847,-31.400002,-253.6,-143.0,-0.07696902,0.040317107,0.015271631,-1.0,0.0,0.0,0.017629558,0.038498867,-0.06990484
1588602763300,-0.01316811,-0.023942016,9.7958765,-31.400002,-253.6,-143.0,-0.076358154,0.03848451,0.014049901,-1.0,0.0,0.0,0.017617974,0.14292115,-0.07722202
1588602763309,-0.0035913025,-0.025139118,9.791088,-31.400002,-253.6,-143.0,-0.07574729,0.037873644,0.013439035,-1.0,0.0,0.0,0.017617974,0.14292115,-0.07722202
1588602763319,-0.0035913025,-0.033518825,9.7958765,-31.400002,-253.6,-143.09999,-0.07452556,0.03726278,0.015271631,-1.0,0.0,0.0,0.017788706,0.19727239,-0.01971177
1588602763329,0.009576807,-0.025139118,9.799467,-31.400002,-253.6,-143.09999,-0.07391469,0.037873644,0.015882496,-1.0,0.0,0.0,0.017788706,0.19727239,-0.01971177
1588602763338,-0.0023942017,-0.023942016,9.810242,-31.400002,-253.5,-143.0,-0.07513642,0.03481932,0.014660766,-1.0,0.0,0.0,0.017788706,0.19727239,-0.01971177
1588602763351,0.0023942017,-0.021547815,9.811439,-31.400002,-253.5,-143.0,-0.07513642,0.03726278,0.015271631,-1.0,0.0,0.0,0.017788706,0.19727239,-0.01971177
1588602763361,0.0023942017,-0.010773907,9.811439,-31.400002,-253.5,-143.0,-0.07391469,0.03970624,0.01282817,-1.0,0.0,0.0,0.017788706,0.19727239,-0.01971177
1588602763372,-0.0023942017,0.010773907,9.82341,-31.400002,-253.5,-143.0,-0.07452556,0.037873644,0.015882496,-1.0,0.0,0.0,0.017789269,0.19644077,-0.019548012
1588602763384,-0.011971008,0.008379706,9.807847,-31.500002,-253.5,-143.0,-0.07391469,0.03726278,0.014049901,-1.0,0.0,0.0,0.017789442,0.19529739,-0.019496318
1588602763393,-0.010773907,-0.010773907,9.801862,-31.500002,-253.5,-143.0,-0.07452556,0.039095376,0.015271631,-1.0,0.0,0.0,0.017789332,0.19412959,-0.01952922
1588602763404,-0.0023942017,-0.021547815,9.8042555,-31.500002,-253.5,-143.0,-0.07574729,0.037873644,0.014049901,-1.0,0.0,0.0,0.017789273,0.19307321,-0.019546457
1588602763416,-0.0047884034,-0.02633622,9.799467,-31.500002,-253.6,-143.0,-0.07513642,0.03604105,0.014660766,-1.0,0.0,0.0,0.017789178,0.19209401,-0.019576024
1588602763427,-0.0023942017,-0.025139118,9.8042555,-31.500002,-253.6,-143.0,-0.07086037,0.03604105,0.014660766,-1.0,0.0,0.0,0.01778913,0.19124456,-0.019590177
1588602763439,0.0023942017,-0.029927522,9.797073,-31.500002,-253.5,-143.0,-0.07391469,0.03970624,0.016493361,-1.0,0.0,0.0,0.0177893,0.18982682,-0.01953834
1588602763448,0.0023942017,-0.029927522,9.797073,-31.500002,-253.5,-143.0,-0.07391469,0.03848451,0.015271631,-1.0,0.0,0.0,0.0177893,0.18982682,-0.01953834
1588602763462,-0.010773907,-0.0023942017,9.810242,-31.500002,-253.5,-143.0,-0.073303826,0.039095376,0.014660766,-1.0,0.0,0.0,0.01778969,0.18835638,-0.01942214
1588602763472,-0.009576807,-0.010773907,9.800665,-31.500002,-253.5,-143.0,-0.07391469,0.037873644,0.015271631,-1.0,0.0,0.0,0.017789515,0.18745689,-0.019474415
1588602763482,-0.011971008,0.01316811,9.812635,-31.500002,-253.5,-142.9,-0.073303826,0.03726278,0.014049901,-1.0,0.0,0.0,0.017789077,0.18621446,-0.019608255
1588602763494,-0.016759412,-0.0035913025,9.800665,-31.500002,-253.5,-142.9,-0.07269296,0.03848451,0.015271631,-1.0,0.0,0.0,0.017788267,0.18488546,-0.019858249
1588602763505,-0.010773907,-0.020350715,9.79827,-31.500002,-253.6,-142.9,-0.0720821,0.03726278,0.015882496,-1.0,0.0,0.0,0.017787354,0.18366615,-0.020141734
1588602763516,0.0023942017,-0.023942016,9.79827,-31.500002,-253.6,-143.0,-0.07452556,0.03848451,0.013439035,-1.0,0.0,0.0,0.017786818,0.18262331,-0.020309681
1588602763526,-0.005985504,-0.027533319,9.791088,-31.500002,-253.6,-143.0,-0.07452556,0.037873644,0.015271631,-1.0,0.0,0.0,0.01778628,0.18168463,-0.020480508
1588602763539,-0.005985504,-0.023942016,9.801862,-31.500002,-253.6,-143.0,-0.07452556,0.03726278,0.015882496,-1.0,0.0,0.0,0.017785465,0.18009768,-0.02073735
1588602763549,-0.005985504,-0.023942016,9.801862,-31.500002,-253.6,-143.0,-0.07513642,0.037873644,0.013439035,-1.0,0.0,0.0,0.017785465,0.18009768,-0.02073735
1588602763559,0.0023942017,-0.023942016,9.807847,-31.500002,-253.6,-143.0,-0.07269296,0.039095376,0.014049901,-1.0,0.0,0.0,0.017785314,0.17940424,-0.020786263
1588602763571,-0.01436521,-0.008379706,9.80665,-31.500002,-253.6,-143.0,-0.07574729,0.037873644,0.014660766,-1.0,0.0,0.0,0.017785214,0.17789556,-0.02081868
1588602763581,-0.017956512,0.0011971008,9.8042555,-31.500002,-253.5,-143.09999,-0.07513642,0.036651913,0.013439035,-1.0,0.0,0.0,0.017784568,0.17688787,-0.021027459
1588602763593,-0.01436521,-0.005985504,9.80665,-31.500002,-253.5,-143.09999,-0.07391469,0.036651913,0.012217305,-1.0,0.0,0.0,0.017783679,0.17578144,-0.021316228
1588602763604,-0.0023942017,-0.022744916,9.7958765,-31.500002,-253.6,-143.09999,-0.07574729,0.037873644,0.012217305,-1.0,0.0,0.0,0.017783012,0.17482461,-0.021534467
1588602763615,-0.0035913025,-0.023942016,9.78989,-31.500002,-253.6,-143.09999,-0.07269296,0.03848451,0.014660766,-1.0,0.0,0.0,0.017782478,0.17399333,-0.02171011
