rotation-vector.txt

Estimated-heading-accuracy is in radians. The rotation vector represents the orientation of the device as a combination of an angle and an axis, in which the device has rotated through an angle θ around an axis <x, y, z>. The reference coordinate system is defined as a direct orthonormal basis, where: X is defined as the vector product Y.Z (It is tangential to the ground at the device's current location and roughly points East). Y is tangential to the ground at the device's current location and points towards magnetic north. Z points towards the sky and is perpendicular to the ground.
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x*sin(θ/2) y*sin(θ/2) z*sin(θ/2) cos(θ/2) estimated-heading-accuracy
1.614 1.613 0.001805573 0.077524364 0.96622825 0.24574323 0.0
1.633 1.633 0.002632509 0.07681164 0.9658864 0.24729876 0.0
1.654 1.653 0.0028871847 0.076273836 0.9656203 0.24849866 0.0
1.674 1.673 0.002752689 0.07575658 0.9655326 0.24899843 0.0
1.693 1.693 0.0026088941 0.07507446 0.9654887 0.24937667 0.0
1.714 1.713 0.0022505075 0.07418811 0.9655657 0.24934718 0.0
1.734 1.733 0.0014226518 0.073445134 0.965665 0.24918862 0.0
1.754 1.753 4.4995546E-4 0.07377845 0.9657684 0.24869259 0.0
1.774 1.773 -0.0010800122 0.07593032 0.9659927 0.24716735 0.0
1.794 1.793 -0.002568261 0.07892415 0.9662088 0.24536702 0.0
1.815 1.813 -0.0033805047 0.08095485 0.96644044 0.24377854 0.0
1.834 1.833 -0.003760777 0.08168829 0.96666497 0.24263537 0.0
1.854 1.853 -0.0039939033 0.08179917 0.9668572 0.24182646 0.0
1.878 1.873 -0.00409891 0.081708804 0.96699893 0.24128807 0.0
1.895 1.893 -0.004241818 0.08158987 0.9671203 0.24083938 0.0
1.915 1.913 -0.004301019 0.0817349 0.967183 0.24053685 0.0
1.935 1.933 -0.004420734 0.08224649 0.96732163 0.23980184 0.0
1.954 1.953 -0.0043659653 0.08293729 0.9674201 0.23916698 0.0
1.974 1.973 -0.0041832076 0.08349541 0.96754867 0.23845463 0.0
1.995 1.993 -0.0033264153 0.08351418 0.96758866 0.23829918 0.0
2.015 2.013 -0.0021309776 0.083375305 0.96751225 0.2386715 0.0
2.034 2.033 -6.939193E-4 0.08323272 0.9673287 0.23947236 0.0
2.054 2.053 6.573876E-4 0.08289284 0.9670131 0.24086085 0.0
2.075 2.073 0.0025274202 0.08252172 0.9664595 0.24318704 0.0
2.093 2.093 0.008254427 0.083574794 0.9660214 0.24443787 0.0
2.113 2.113 0.010957088 0.090036556 0.9657114 0.24325901 0.0
2.134 2.133 0.010539824 0.09470004 0.9653514 0.24293546 0.0
2.154 2.153 0.009418801 0.096147805 0.96519685 0.24302687 0.0
2.175 2.173 0.008885277 0.09373342 0.96526587 0.24371524 0.0
2.193 2.193 0.009174324 0.08822944 0.9654819 0.24490048 0.0
2.214 2.213 0.01045273 0.08070252 0.96569914 0.24658284 0.0
2.234 2.233 0.011064621 0.075565256 0.96588326 0.24746142 0.0
2.253 2.253 0.010807911 0.07441144 0.9658992 0.24775968 0.0
2.274 2.273 0.008307009 0.07515641 0.9658922 0.24765892 0.0
2.294 2.293 0.0053959205 0.07558747 0.96589094 0.24761304 0.0
2.314 2.313 0.0031515774 0.07481728 0.96592945 0.24773508 0.0
2.334 2.333 0.00237522 0.07363952 0.96597314 0.24792667 0.0
2.354 2.353 0.0021045727 0.07295243 0.96600944 0.24799073 0.0
2.374 2.373 0.0020819039 0.07306683 0.96605796 0.24776812 0.0
2.394 2.393 0.0018601005 0.07393195 0.96612287 0.24725932 0.0
2.414 2.413 0.0018542281 0.07484274 0.966189 0.24672633 0.0
2.434 2.433 0.0018720741 0.07534601 0.9668089 0.24413122 0.0
2.454 2.453 0.0019658252 0.07559149 0.96729374 0.2421257 0.0
2.474 2.473 0.0019853848 0.07561514 0.96767247 0.24060003 0.0
2.494 2.493 0.0016195903 0.075882815 0.9679717 0.23931153 0.0
2.514 2.513 0.001417374 0.07607893 0.9682196 0.23824556 0.0
2.534 2.533 0.0012035242 0.07586425 0.9683883 0.2376285 0.0
2.554 2.553 4.980177E-4 0.0760592 0.9685397 0.23695092 0.0
2.574 2.573 -4.152464E-4 0.076372035 0.968682 0.23626783 0.0
2.594 2.593 -0.0015658642 0.076500945 0.96890295 0.23531337 0.0
2.614 2.613 -0.0029093819 0.0764449 0.9692864 0.23373449 0.0
2.634 2.633 -0.0040829387 0.076486155 0.9696892 0.23202616 0.0
2.654 2.653 -0.0050193565 0.076626696 0.9701059 0.23021236 0.0
2.674 2.673 -0.005734866 0.07632933 0.97052187 0.22853513 0.0
2.694 2.693 -0.0062599643 0.07574445 0.9709158 0.2270375 0.0
2.714 2.713 -0.006878354 0.07552813 0.97112226 0.22620717 0.0
2.734 2.733 -0.007823308 0.07601592 0.9713175 0.22517276 0.0
2.755 2.753 -0.009004312 0.07659971 0.9714969 0.22415434 0.0
2.775 2.773 -0.009640826 0.0766687 0.9716692 0.22335644 0.0
2.795 2.793 -0.009903775 0.07661903 0.9717048 0.22320682 0.0
2.814 2.813 -0.0099951895 0.07666805 0.9717338 0.22305952 0.0
2.835 2.833 -0.010451616 0.07723036 0.971671 0.22311862 0.0
2.854 2.853 -0.01077944 0.07790416 0.9715753 0.22328542 0.0
2.875 2.873 -0.0109384945 0.078319214 0.9713934 0.22392271 0.0
2.895 2.893 -0.010832999 0.07841804 0.971245 0.2245362 0.0
2.915 2.913 -0.010940652 0.07844019 0.9711283 0.22502778 0.0
2.934 2.933 -0.0108340755 0.078777105 0.97085506 0.22609109 0.0
2.955 2.953 -0.010944896 0.07912147 0.9706957 0.22664937 0.0
2.975 2.973 -0.011182085 0.07913815 0.9706281 0.22692151 0.0
2.995 2.993 -0.011177664 0.07902621 0.97058094 0.22716206 0.0
3.014 3.013 -0.010844062 0.078975484 0.97050667 0.22751302 0.0
3.034 3.033 -0.010587348 0.078893244 0.97038007 0.2280929 0.0
3.057 3.053 -0.011005417 0.078793645 0.9703118 0.22839767 0.0
3.074 3.073 -0.011504909 0.0786048 0.9703254 0.22838065 0.0
3.095 3.093 -0.011739432 0.07810784 0.9703822 0.22829773 0.0
3.114 3.113 -0.011560496 0.077704996 0.9703741 0.22847839 0.0
3.134 3.133 -0.01148462 0.07752901 0.9702695 0.2289859 0.0
3.155 3.154 -0.011551193 0.077535614 0.97024417 0.22908734 0.0
3.174 3.173 -0.011697284 0.077472866 0.97025913 0.22903788 0.0
3.194 3.193 -0.011584157 0.077185765 0.9702153 0.22932616 0.0
3.215 3.213 -0.011499263 0.077034324 0.97010475 0.22984837 0.0
3.234 3.233 -0.011441983 0.07718267 0.96994084 0.23049225 0.0
3.255 3.253 -0.011351107 0.077443875 0.96978897 0.23104756 0.0
3.274 3.273 -0.011371844 0.0776375 0.9695742 0.23188147 0.0
3.295 3.293 -0.011428103 0.077878125 0.96940917 0.23248726 0.0
3.315 3.313 -0.011347852 0.07793332 0.969277 0.23302276 0.0
3.335 3.333 -0.011354764 0.07789256 0.96920353 0.23334187 0.0
3.357 3.353 -0.011573686 0.077815495 0.96913797 0.23362866 0.0
3.375 3.373 -0.01174832 0.0777144 0.9691107 0.23376702 0.0
3.395 3.393 -0.011779626 0.07777827 0.9690675 0.23392326 0.0
3.415 3.413 -0.011621356 0.07776307 0.9690127 0.2341628 0.0
3.435 3.433 -0.011540526 0.07764636 0.9690206 0.23417312 0.0
3.455 3.453 -0.011590427 0.077574715 0.9690401 0.23411372 0.0
3.475 3.473 -0.011679658 0.077506214 0.96906066 0.23404644 0.0
3.495 3.493 -0.011817277 0.07734058 0.96909684 0.23394483 0.0
3.515 3.513 -0.011798572 0.07722108 0.96911645 0.23390417 0.0
3.534 3.533 -0.011721188 0.07733211 0.969113 0.23388569 0.0
3.554 3.553 -0.01177235 0.07737431 0.9690798 0.23400666 0.0
3.577 3.573 -0.011914395 0.07727662 0.96909887 0.23395237 0.0
3.594 3.593 -0.011885194 0.07738605 0.9690788 0.23400123 0.0
3.614 3.613 -0.01141499 0.07767426 0.96899223 0.23428747 0.0
3.634 3.633 -0.011348441 0.0775083 0.96889806 0.23473482 0.0
3.655 3.653 -0.0113398265 0.07728136 0.96873635 0.23547599 0.0
3.675 3.673 -0.011156588 0.07720314 0.9685794 0.23615526 0.0
3.695 3.693 -0.010915011 0.07716503 0.9684198 0.23683253 0.0
3.715 3.713 -0.010834336 0.076982304 0.96828884 0.23743035 0.0
3.735 3.733 -0.010941174 0.07641734 0.96822214 0.23787944 0.0
3.755 3.753 -0.010811157 0.07550107 0.96810377 0.23865849 0.0
3.775 3.773 -0.010465263 0.07511932 0.9679929 0.23924321 0.0
3.795 3.793 -0.00988931 0.075044274 0.9678439 0.23989326 0.0
3.814 3.813 -0.009432992 0.07459662 0.9677166 0.24056394 0.0
3.834 3.833 -0.009161565 0.07406359 0.96773404 0.24066882 0.0
3.854 3.853 -0.009165581 0.07389483 0.96772903 0.24074061 0.0
