timestamp, Accelerometerx, Accelerometery, Accelerometerz
2461035888559,2.292448,6.7708025,6.649895,0,0,0
2461045915746,1.6112977,6.1219735,6.841431,0,0,0
2461055926163,1.4221559,5.9124813,7.029376,0,0,0
2461065989496,1.5849615,5.8598084,7.1431007,0,0,0
2461075846632,1.8459295,5.851429,7.20535,0,0,0
2461085869861,1.9883845,5.878962,7.237672,0,0,0
2461098634600,2.0003555,5.910087,7.2472486,0,0,0
2461105844913,1.8830396,5.9172697,7.2508397,0,0,0
2461115869757,1.7046716,5.8837504,7.2352777,0,0,0
2461125844809,1.4784195,5.8574142,7.2125325,0,0,0
2461135869757,1.3012487,5.85502,7.171831,0,0,0
2461145857204,1.1731589,5.8502316,7.181408,0,0,0
2461155853142,1.1001357,5.8562174,7.2185183,0,0,0
2461165856475,1.1228806,5.851429,7.3202715,0,0,0
2461175850902,1.198298,5.85502,7.431602,0,0,0
2461185938819,1.292869,5.861006,7.5429325,0,0,0
2461196166996,1.3742718,5.8945246,7.6530657,0,0,0
2461205872361,1.4700398,5.9400144,7.7560163,0,0,0
2461215854496,1.5813702,5.9759274,7.8793178,0,0,0
2461225849340,1.6747441,5.9998693,7.9355817,0,0,0
2461235904340,1.733402,6.0118403,7.9942393,0,0,0
2461246701684,1.7441759,6.0202203,8.030152,0,0,0
2461255856423,1.7106571,6.009446,8.015787,0,0,0
2461266013038,1.673547,5.979519,7.991845,0,0,0
2461275858194,1.6196774,5.9627595,7.9571295,0,0,0
2461285875798,1.5646108,5.9412117,7.904457,0,0,0
2461295867777,1.5095441,5.9280434,7.856573,0,0,0
2461305846215,1.459266,5.90889,7.8206596,0,0,0
2461315854652,1.4185646,5.8933277,7.787141,0,0,0
2461325850329,1.4030021,5.889736,7.762002,0,0,0
2461335865642,1.3934253,5.8813562,7.7320743,0,0,0
2461345861684,1.3742718,5.876568,7.6973586,0,0,0
2461355849444,1.3575124,5.9005103,7.6602483,0,0,0
2461366043663,1.3323733,5.925649,7.6351094,0,0,0
2461375853454,1.316811,5.9244523,7.6291237,0,0,0
2461385863090,1.3144168,5.9029045,7.643489,0,0,0
2461396622048,1.3024458,5.8837504,7.6614456,0,0,0
2461405846423,1.2904748,5.8717794,7.667431,0,0,0
2461416021631,1.2856863,5.85502,7.6710224,0,0,0
2461425849808,1.2773066,5.8502316,7.681796,0,0,0
2461435887152,1.2437878,5.819107,7.704541,0,0,0
2461446622256,1.1911154,5.7963624,7.726089,0,0,0
2461455847256,1.1719618,5.779603,7.723695,0,0,0
2461466029496,1.1935096,5.777209,7.735666,0,0,0
2461475853871,1.2521675,5.777209,7.747637,0,0,0
2461485866944,1.2916719,5.765238,7.765593,0,0,0
2461496987673,1.2964603,5.767632,7.7823524,0,0,0
2461505847725,1.2521675,5.7724204,7.78355,0,0,0
2461516029027,1.1887212,5.779603,7.77517,0,0,0
2461525853871,1.1228806,5.779603,7.735666,0,0,0
2461535887361,1.0630256,5.767632,7.6865845,0,0,0
2461546661892,1.0115502,5.741296,7.643489,0,0,0
2461555847413,0.9588778,5.7377043,7.575254,0,0,0
2461566036058,0.89543146,5.765238,7.5082164,0,0,0
2461575857100,0.8295909,5.839458,7.4495587,0,0,0
2461585875746,0.7721301,5.931635,7.395689,0,0,0
2461595859288,0.6823475,6.0106435,7.323863,0,0,0
2461605842881,0.58777654,6.0262055,7.252037,0,0,0
2461615854340,0.51595044,5.9998693,7.180211,0,0,0
